place_id,name,state,city,niche,address,phone,website,rating,reviews,business_status,scraped_at,has_phone,has_website,has_contact
ChIJh2F9Uiat2YgRJvWdY3dYQ_4,Miami Speedy Commercial Electricians,florida,"Hialeah, FL",electricians,"645 NE 167th St #8000, Miami, FL 33162, USA",(305) 787-3971,,4.9,137,OPERATIONAL,20251110_101601,True,False,False
ChIJe9e_JVPC8EMRjfXAB0hMuZ4,Dragon Electric Services,florida,"Hialeah, FL",electricians,"6175 NW 167th St STE G38, Hialeah, FL 33015, USA",(305) 680-7172,https://dragonelectric.framer.website/,5.0,31,OPERATIONAL,20251110_101601,True,True,True
ChIJIbg4vMXB2YgRaeIbFmvtw58,EU Electrical Contractor,florida,"Hialeah, FL",electricians,"10671 NW 122nd St, Medley, FL 33178, USA",(754) 240-8443,http://www.euelectrical.com/,4.9,28,OPERATIONAL,20251110_101601,True,True,True
ChIJj4BLMDNf7IgRBlbIxOoBOqY,GT Electric,florida,"Tallahassee, FL",electricians,"3154 Eliza Rd, Tallahassee, FL 32308, USA",(850) 655-0868,https://gtelectricfl.com/?utm_campaign=gmb,4.6,155,OPERATIONAL,20251110_101601,True,True,True
ChIJAckzlzvx7IgRwfbsUYippns,"Weston Trawick, Inc.",florida,"Tallahassee, FL",electricians,"5392 Tower Rd, Tallahassee, FL 32303, USA",(850) 514-0003,http://www.westontrawick.com/,4.8,68,OPERATIONAL,20251110_101601,True,True,True
ChIJG6C5qJD17IgRdvhCYsyUez4,Chad O'Hara's Quality Electrical Services Inc.,florida,"Tallahassee, FL",electricians,"1130 Thomasville Rd, Tallahassee, FL 32303, USA",(850) 666-3375,,4.0,35,OPERATIONAL,20251110_101601,True,False,False
ChIJncQlt5Fa7IgRUR7LdzBpizY,Fraser Electric Inc.,florida,"Tallahassee, FL",electricians,"5084 Louvinia Dr, Tallahassee, FL 32311, USA",(850) 575-3628,https://fraserelectric.com/,4.3,39,OPERATIONAL,20251110_101601,True,True,True
ChIJc_VK3Wnx7IgR28a_0pTZqJw,Joel Foy Electrical Service,florida,"Tallahassee, FL",electricians,"5650 Gum Rd, Tallahassee, FL 32304, USA",(850) 562-3691,https://joelfoyelectric.com/,4.8,634,OPERATIONAL,20251110_101601,True,True,True
ChIJV0SV3Z1Z7IgR0MGV-fxqIqA,Truevolt Electrical Services Inc,florida,"Tallahassee, FL",electricians,"4786 Woodlane Cir Apartment A, Tallahassee, FL 32303, USA",(850) 443-0896,http://www.truevoltelectric.com/,4.9,147,OPERATIONAL,20251110_101601,True,True,True
ChIJy8ftV0th7IgRHU1GWIXrM1Q,Macon Electric LLC,florida,"Tallahassee, FL",electricians,"10720 Sycamore Ridge Ln, Tallahassee, FL 32305, USA",(850) 510-0943,https://usmapiz.org/details/macon-electric-llc-ChIJy8f,5.0,20,OPERATIONAL,20251110_101601,True,True,True
ChIJ5-0V2kDx7IgRN_rwNUq173Q,Lawson & Lawson Electrical Services,florida,"Tallahassee, FL",electricians,"5019 Metzke Ln, Tallahassee, FL 32303, USA",(850) 562-4111,http://www.llelectrical.com/,4.7,138,OPERATIONAL,20251110_101601,True,True,True
ChIJuVh0j5b07IgRcWj7aEIvjsc,A+ Electrical Contractors LLC,florida,"Tallahassee, FL",electricians,"956 Yulee St, Tallahassee, FL 32304, USA",(850) 509-9926,http://www.aplusec.com/,4.7,33,OPERATIONAL,20251110_101601,True,True,True
ChIJV5DTE062fyEROlfQSWHgK1A,New Dimension Electrical Service,florida,"Port St. Lucie, FL",electricians,"2065 SE Allamanda Dr, Port St. Lucie, FL 34952, USA",(772) 292-9839,https://www.ndelectricalservice.com/electrician-in-port-st-lucie,4.9,85,OPERATIONAL,20251110_101601,True,True,True
ChIJd6QmnVBiqwARx32Mgu1qnPE,Wire it up with Lindor Electric,florida,"Port St. Lucie, FL",electricians,"401 SW Meadow Terrace, Port St. Lucie, FL 34984, USA",(772) 867-2838,https://wireitupwithlindorelectric.info/,5.0,102,OPERATIONAL,20251110_101601,True,True,True
ChIJkViFvdrD3ogR58tSA_T06zg,Mast Electric Inc.,florida,"Port St. Lucie, FL",electricians,"1108 SW 28th St, Palm City, FL 34990, USA",(772) 238-1851,https://mastelectricinc.com/,4.9,68,OPERATIONAL,20251110_101601,True,True,True
ChIJBWjQCsTr3ogRi4umElloS2w,MOV Electric Solutions Corp,florida,"Port St. Lucie, FL",electricians,"832 SW Hamberland Ave, Port St. Lucie, FL 34953, USA",(772) 626-8802,,4.9,25,OPERATIONAL,20251110_101601,True,False,False
ChIJq80YEr_r3ogR8HyuQ--VSJA,Stott Brothers Electric,florida,"Port St. Lucie, FL",electricians,"1298 SW Biltmore St suite f, Port St. Lucie, FL 34983, USA",(772) 276-4443,https://www.stottbrothers.com/,4.9,567,OPERATIONAL,20251110_101601,True,True,True
ChIJA9OSYOfZ7CkRq2ovvmpL-k0,Brighter Days Electrical Repair,florida,"Port St. Lucie, FL",electricians,"464 NW Peacock Blvd Unit 118, Port St. Lucie, FL 34986, USA",(772) 279-9287,https://www.brighterdaysfl.com/?utm_campaign=gmb,5.0,293,OPERATIONAL,20251110_101601,True,True,True
ChIJDXgvC1nD3ogR7HyJUIQy_xw,Ehman Electrical Contractor LLC,florida,"Port St. Lucie, FL",electricians,"320 NW Enterprise Dr Suite 121, Port St. Lucie, FL 34986, USA",(772) 519-8646,http://www.ehmanelectric.com/,5.0,340,OPERATIONAL,20251110_101601,True,True,True
ChIJGztAyN7C3ogRh7XTqdlbPL4,Stryker Electric & Air,florida,"Port St. Lucie, FL",electricians,"4241 SW High Meadow Ave, Palm City, FL 34990, USA",(772) 219-3389,http://www.strykerelectric-air.com/,4.9,182,OPERATIONAL,20251110_101601,True,True,True
ChIJ75YW0pbo3ogRh-inAcKuy6k,"Go Local Electric, LLC",florida,"Port St. Lucie, FL",electricians,"660 SE Monterey Rd, Stuart, FL 34994, USA",(772) 237-2351,http://www.golocalelectric.com/,4.9,32,OPERATIONAL,20251110_101601,True,True,True
ChIJIz6BRwDr3ogRhTijvBWTZic,Castillo’s Electrical Service LLC,florida,"Port St. Lucie, FL",electricians,"1773 SW Hampshire Ln, Port St. Lucie, FL 34953, USA",(772) 380-3665,http://castilloselectrical.com/,5.0,70,OPERATIONAL,20251110_101601,True,True,True
ChIJ-W5FsF3n3ogRBAYhWtmEgNc,"Sparks Electrical Contracting, LLC",florida,"Port St. Lucie, FL",electricians,"627 NW Buck Hendry Way, Stuart, FL 34994, USA",(772) 208-5181,http://www.electricfl.com/,4.8,104,OPERATIONAL,20251110_101601,True,True,True
ChIJ-dJxVCvU3ogR8rOCAVFBetI,Excel Electric LLC,florida,"Port St. Lucie, FL",electricians,"534 NW Mercantile Pl Unit E-110, Port St. Lucie, FL 34986, USA",(561) 459-8825,https://www.excelelectricsouthflorida.com/,4.8,247,OPERATIONAL,20251110_101601,True,True,True
ChIJ0zbrFn7t3ogRP8wzAKQRKAM,Tradition Electric,florida,"Port St. Lucie, FL",electricians,"510 NW University Blvd #106, Port St. Lucie, FL 34986, USA",(772) 281-2650,http://www.traditionelectricinc.com/,4.9,60,OPERATIONAL,20251110_101601,True,True,True
ChIJDwCA8NND24gRynl6gNrkFSI,Electrical Experts of FL LLC,florida,"Cape Coral, FL",electricians,"4750 Bayline Dr #2, North Fort Myers, FL 33917, USA",(239) 264-6883,http://www.electricalexpertsoffl.com/,5.0,374,OPERATIONAL,20251110_101601,True,True,True
ChIJSfyDY2IV24gRWLEYdT_-JFU,All Phase Electric Service,florida,"Cape Coral, FL",electricians,"2340 Bruner Ln, Fort Myers, FL 33912, USA",(239) 939-7093,https://www.allphase-electric.com/?utm_source=omg-gbp&utm_medium=webclick,4.8,306,OPERATIONAL,20251110_101601,True,True,True
ChIJZR1ikMM324gRjcssUoRYaQc,Gault Electric South,florida,"Cape Coral, FL",electricians,"2545 Surfside Blvd, Cape Coral, FL 33914, USA",(239) 560-9974,http://gaultelectricsouth.com/,4.7,96,OPERATIONAL,20251110_101601,True,True,True
ChIJWShe9aRq24gRKPMzcI00rPI,"ABC Electric Service, Inc.",florida,"Cape Coral, FL",electricians,"210 5th St, Fort Myers, FL 33907, USA",(239) 936-3355,http://abcelectricservice.com/,4.3,32,OPERATIONAL,20251110_101601,True,True,True
ChIJRVEAJppq24gRpW_4hIue4jw,D & R Electrical Services,florida,"Cape Coral, FL",electricians,"2783 N Airport Rd, Fort Myers, FL 33907, USA",(239) 541-2015,,4.4,24,OPERATIONAL,20251110_101601,True,False,False
ChIJ-S2AAO5_uAARDNaB0jEN0Ug,Mr. Mike Electric,florida,"Cape Coral, FL",electricians,"10201 Metro Pkwy Unit 115, Fort Myers, FL 33966, USA",(239) 212-0655,https://mrmikeelectric.com/,4.8,62,OPERATIONAL,20251110_101601,True,True,True
ChIJi3G9OqVG24gRW5mh_fgSfQs,"Young's Electrical Contracting, Inc.",florida,"Cape Coral, FL",electricians,"413 NE Van Loon Ln #116, Cape Coral, FL 33909, USA",(239) 574-1288,http://www.youngselectric.biz/,4.3,56,OPERATIONAL,20251110_101601,True,True,True
ChIJi3G9OqVG24gRnlLi-QVfQkw,Mr. Electric of Southwest Florida,florida,"Cape Coral, FL",electricians,"2673 NE 9th Ave, Cape Coral, FL 33909, USA",(239) 829-4396,https://mrelectric.com/southwest-florida?cid=LSTL_MRE000196&utm_source=gmb&utm_campaign=local&utm_medium=organic,4.4,76,OPERATIONAL,20251110_101601,True,True,True
ChIJ4e6XtvTVuSYRmGAyj16nv7w,Southern Power Electric,florida,"Cape Coral, FL",electricians,"2275 Bruner Ln #5, Fort Myers, FL 33912, USA",(239) 963-5987,https://southernpowerelectric.com/,4.7,25,OPERATIONAL,20251110_101601,True,True,True
ChIJYwkegp4V24gR2x9M-oR7c5I,York Electric & Design LLC,florida,"Cape Coral, FL",electricians,"2307 Bruner Ln #7, Fort Myers, FL 33912, USA",(239) 789-8457,https://www.york-electric.com/,4.6,37,OPERATIONAL,20251110_101601,True,True,True
ChIJk0W0B2UV24gRuPB5p2zrB9A,"Mabry Brothers, Inc",florida,"Cape Coral, FL",electricians,"5731 Halifax Ave, Fort Myers, FL 33912, USA",(239) 482-1122,https://mabrybrothers.com/,4.8,218,OPERATIONAL,20251110_101601,True,True,True
ChIJ_ZsPV51H24gRuE1R2ihv6Ok,FLIP THE SWITCH ELECTRICAL CONTRACTORS LLC,florida,"Cape Coral, FL",electricians,"2313 SE 5th Pl, Cape Coral, FL 33990, USA",(239) 867-8532,,4.9,164,OPERATIONAL,20251110_101601,True,False,False
ChIJTd_4NPFD24gR9YntAPQAvI0,Coharbor Electric LLC,florida,"Cape Coral, FL",electricians,"11270 Metro Pkwy #5, Fort Myers, FL 33966, USA",(239) 356-1062,https://coharborelectric.com/,4.9,479,OPERATIONAL,20251110_101601,True,True,True
ChIJ95pwA6gB2YgR18Ptg2ZAGu0,Berger Brothers Electrical Service,florida,"Fort Lauderdale, FL",electricians,"3847 N Andrews Ave #93C, Fort Lauderdale, FL 33309, USA",(754) 465-7153,,4.8,127,OPERATIONAL,20251110_101601,True,False,False
ChIJL6vGjoID2YgRHUAyyjwm-6I,"Jesselectric, Inc",florida,"Fort Lauderdale, FL",electricians,"671 NE 42nd St, Oakland Park, FL 33334, USA",(954) 708-4260,http://jesselectric.com/,4.9,184,OPERATIONAL,20251110_101601,True,True,True
ChIJxz7pVMXZsWER0km-ZqpuKNE,Solomon Electric,florida,"Fort Lauderdale, FL",electricians,"4036 N 29th Ave, Hollywood, FL 33020, USA",(786) 833-9211,https://247electricianmiami.com/,4.8,343,OPERATIONAL,20251110_101601,True,True,True
ChIJ5_9vf_YC2YgRUFvSmlTam3o,Burley Electrical Service,florida,"Fort Lauderdale, FL",electricians,"172 SW 5th St, Pompano Beach, FL 33060, USA",(954) 942-8343,https://www.burleyelectric.com/,5.0,33,OPERATIONAL,20251110_101601,True,True,True
ChIJr8ecLwAE2YgRFq-tckUk3Ng,"Sirius Electrical Contractors, LLC",florida,"Fort Lauderdale, FL",electricians,"4700 Prospect Rd STE 103, Fort Lauderdale, FL 33309, USA",(954) 745-4667 ext. 1,http://www.siriuselectric.net/,4.9,70,OPERATIONAL,20251110_101601,True,True,True
ChIJ27NrBWmp2YgRUpYmWazBg4s,24/7 Electrician LLC,florida,"Fort Lauderdale, FL",electricians,"1315 N 47th Ave, Hollywood, FL 33021, USA",(954) 602-0050,https://247electrician.us/,5.0,41,OPERATIONAL,20251110_101601,True,True,True
ChIJ0yNKXPAH2YgRcr_H6lzS_LA,Wiseminds Electrical Contractors,florida,"Fort Lauderdale, FL",electricians,"2709 Willow Ave, Lauderdale Lakes, FL 33311, USA",(954) 770-2631,http://www.wisemindselectric.com/,4.9,150,OPERATIONAL,20251110_101601,True,True,True
ChIJX70pWFyp2YgRLMUuwOrTWFo,1st Electricians,florida,"Fort Lauderdale, FL",electricians,"3400 Davie Rd, Davie, FL 33314, USA",(954) 355-7542,,5.0,20,OPERATIONAL,20251110_101601,True,False,False
ChIJrZvA8vgE2YgRqAGPeDHnrL8,Next Generation Electrical Contractors LLC,florida,"Fort Lauderdale, FL",electricians,"7330 SW 1st St, Margate, FL 33068, USA",(954) 623-3497,https://www.nextgenerationelectricalcontractors.com/,4.9,43,OPERATIONAL,20251110_101601,True,True,True
ChIJAQBAxzsA2YgR02oW1Hnle24,ALLSITE ELECTRIC LLC,florida,"Fort Lauderdale, FL",electricians,"10001 NW 50th St Suite 203D, Sunrise, FL 33351, USA",(954) 636-4288,https://allsiteelectric.com/,4.9,77,OPERATIONAL,20251110_101601,True,True,True
