place_id,name,address,phone,international_phone,website,rating,total_ratings,business_status,types,latitude,longitude,found_in_keywords,found_in_countries,source_country,is_open_now,hours
ChIJtQS1Z8DP20YRh-F5E7NDXIk,Belarusian State Museum of the History of the Great Patriotic War,"Praspiekt Pieramožcaŭ 8, Minsk, Minskaja voblasć, Belarus",8 017 304-11-66,+375 17 304-11-66,http://www.warmuseum.by/,4.8,7451,OPERATIONAL,"establishment, museum, point_of_interest, tourist_attraction",53.916368,27.537843,"Afghan War museum, Great Patriotic War, Korean War museum","austria, belgium, croatia, czech, finland, france, germany, hungary, italy, netherlands, poland, romania, serbia, slovakia, sweden, switzerland, united",austria,False,Monday: Closed | Tuesday: 10:00 AM – 7:00 PM | Wednesday: 10:00 AM – 7:00 PM | Thursday: 10:00 AM – 7:00 PM | Friday: 10:00 AM – 7:00 PM | Saturday: 10:00 AM – 7:00 PM | Sunday: 10:00 AM – 7:00 PM
ChIJm_XmoO4RwUcRiyLMitLtjZM,Im Haus 1942,"Nieuwstraat 35, 3891 Gingelom, Belgium",,,http://www.imhaus1942.be/,4.8,8,OPERATIONAL,"establishment, museum, point_of_interest",50.74437280000001,5.186615300000001,"historical reenactment, historische re-enactment","belgium, netherlands",belgium,,
ChIJe_NIAnHFw0cRxl7zLVjs17s,Grand Serment Royal et de Saint-Georges des Arbalétriers de Bruxelles,"Impasse du Borgendael Koningsplein 7, Koningsplein 7-9/bte 1, 1000 Brussel, Belgium",,,https://www.arbaletriers-saintgeorges.be/,4.8,34,OPERATIONAL,"establishment, museum, point_of_interest",50.8422755,4.3604259,military history club,belgium,belgium,,
ChIJh2c3bIRocUgRUfg6vxAiwmE,REME Museum,"REME Museum, Calne Rd, Lyneham, Chippenham SN15 4XX, UK",01249 894869,+44 1249 894869,http://www.rememuseum.org.uk/,4.8,357,OPERATIONAL,"cafe, establishment, food, museum, point_of_interest, store, tourist_attraction",51.504538,-1.9698529,"Korean War museum, Red Army museum, Vietnam War museum, military equipment museum, military history club, military vehicle museum","belgium, united",belgium,False,Monday: Closed | Tuesday: 10:00 AM – 4:30 PM | Wednesday: 10:00 AM – 4:30 PM | Thursday: 10:00 AM – 4:30 PM | Friday: 10:00 AM – 4:30 PM | Saturday: 10:00 AM – 4:30 PM | Sunday: 10:00 AM – 4:30 PM
ChIJe9h0E4sHbUcRzBwFN8riKUM,Frau Jandl Annemarie Ress,"Zieglergasse 1/Top 15, 1070 Wien, Austria",01 5964995,+43 1 5964995,http://www.army-shop-austria.at/,4.8,4,OPERATIONAL,"clothing_store, establishment, point_of_interest, store",48.1973953,16.345587,"Militaria Shop, army surplus, military collectibles",austria,austria,False,Monday: 9:00 AM – 6:00 PM | Tuesday: 9:00 AM – 6:00 PM | Wednesday: 9:00 AM – 6:00 PM | Thursday: 9:00 AM – 6:00 PM | Friday: 9:00 AM – 6:00 PM | Saturday: 10:00 AM – 3:30 PM | Sunday: Closed
ChIJT5-6EfjFc0cRufyeaQf4RtE,Army-Warehouse GmbH - Shop Wolfern,"Tavernstraße 32, 4493 Wolfern, Austria",0664 1620380,+43 664 1620380,http://www.army-warehouse.com/,4.8,34,OPERATIONAL,"clothing_store, establishment, point_of_interest, store",48.0861197,14.3748151,"Militaria Shop, army surplus, military collectibles",austria,austria,False,Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: Closed | Friday: 10:00 AM – 5:00 PM | Saturday: Closed | Sunday: Closed
ChIJ_Tjf2adXd0cR2F8HGoSWAho,Vanni's Vogelwelt,"Marktstraße 27, 9781 Oberdrauburg, Austria",0660 5013014,+43 660 5013014,http://www.vannis-vogelwelt.at/,4.8,58,CLOSED_TEMPORARILY,"establishment, museum, point_of_interest, tourist_attraction",46.7480687,12.9704942,Eastern Front museum,austria,austria,,
ChIJ8XfPY5oHbUcRQbimbLVSYG8,Kunsthistorisches Museum Wien,"Maria-Theresien-Platz, 1010 Wien, Austria",01 525240,+43 1 525240,https://www.khm.at/,4.8,32477,OPERATIONAL,"establishment, museum, point_of_interest, tourist_attraction",48.2038016,16.3617874,"Afghan War museum, Korean War museum, Zweiter Weltkrieg Museum, military equipment museum",austria,austria,False,Monday: 10:00 AM – 6:00 PM | Tuesday: 10:00 AM – 6:00 PM | Wednesday: 10:00 AM – 6:00 PM | Thursday: 10:00 AM – 9:00 PM | Friday: 10:00 AM – 6:00 PM | Saturday: 10:00 AM – 6:00 PM | Sunday: 10:00 AM – 6:00 PM
ChIJb7HPSroGckcRhh7Q2rY-N9w,Museumstramway Mariazell,"An der Museumsbahn 5, 8630 St. Sebastian, Austria",0664 1123557,+43 664 1123557,https://www.museumstramway.at/,4.8,60,OPERATIONAL,"establishment, museum, point_of_interest, tourist_attraction",47.7829855,15.3073125,military equipment museum,austria,austria,,
ChIJ72DEk55mbUcRXFXrLZQOLhE,KOLLER Oldtimermuseum,"Wimpffen-Gasse 5, 3704 Kleinwetzdorf, Austria",02956 81240,+43 2956 81240,http://www.koller-oldtimer.at/,4.8,639,OPERATIONAL,"establishment, museum, point_of_interest, tourist_attraction",48.4996847,15.9490627,military equipment museum,austria,austria,False,Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: Closed | Friday: Closed | Saturday: 9:00 AM – 5:00 PM | Sunday: 9:00 AM – 5:00 PM
ChIJ7-8CX8zLcUcRS3vCSS7KPdg,Bergbaumuseum Fohnsdorf,"Haldengasse 10, 8753 Fohnsdorf, Austria",03573 4647,+43 3573 4647,http://www.bergbaumuseum-fohnsdorf.at/,4.8,151,OPERATIONAL,"establishment, museum, point_of_interest",47.2022935,14.6830071,military equipment museum,austria,austria,False,Monday: 9:00 AM – 5:00 PM | Tuesday: 9:00 AM – 5:00 PM | Wednesday: 9:00 AM – 5:00 PM | Thursday: 9:00 AM – 5:00 PM | Friday: 9:00 AM – 5:00 PM | Saturday: 9:00 AM – 5:00 PM | Sunday: 9:00 AM – 5:00 PM
ChIJBwpCo6IHbUcRu7u0X75REt0,Feuerwehrmuseum,"Am Hof 7, 1010 Wien, Austria",01 5319951507,+43 1 5319951507,https://www.wien.gv.at/menschen/sicherheit/feuerwehr/museum/,4.8,143,OPERATIONAL,"establishment, museum, point_of_interest, tourist_attraction",48.2115121,16.3674536,military equipment museum,austria,austria,False,Monday: Closed | Tuesday: 2:00 – 5:00 PM | Wednesday: Closed | Thursday: Closed | Friday: Closed | Saturday: Closed | Sunday: 9:00 AM – 12:00 PM
ChIJ0_cbXoXbw0cRI2OSmKZQJEI,Belgian Korean War Veteran Memorial,"Av. Jules César 19, 1150 Woluwe-Saint-Pierre, Belgium",,,,4.8,5,OPERATIONAL,"establishment, museum, point_of_interest",50.83248,4.418733899999999,"Cold War museum, Korean War museum, Vietnam War museum","belgium, netherlands",belgium,True,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours
ChIJf197WMsxwUcR7Riw1tIdFZs,Liberation Garden,"Kon. Louisa-Marialaan 2, 3970 Leopoldsburg, Belgium",011 29 38 00,+32 11 29 38 00,http://www.liberationgarden.be/,4.8,551,OPERATIONAL,"establishment, museum, point_of_interest",51.113022,5.2659617,"Afghan War museum, Koude Oorlog museum, Tweede Wereldoorlog museum, WWII museum, World War 2 museum, war museum",belgium,belgium,False,Monday: Closed | Tuesday: 10:00 AM – 5:00 PM | Wednesday: 10:00 AM – 5:00 PM | Thursday: 10:00 AM – 5:00 PM | Friday: 10:00 AM – 5:00 PM | Saturday: 10:00 AM – 5:00 PM | Sunday: 10:00 AM – 5:00 PM
ChIJ-3m2kBeoxEcRiZK2ubtCcDQ,For Freedom Museum,"Ramskapellestraat 91/93, 8301 Knokke-Heist, Belgium",050 68 71 30,+32 50 68 71 30,https://www.forfreedommuseum.be/,4.8,1192,OPERATIONAL,"establishment, museum, point_of_interest, tourist_attraction",51.3134705,3.2519511,"Afghan War museum, Cold War museum, Eastern Front museum, Korean War museum, Koude Oorlog museum, Red Army museum, Tweede Wereldoorlog museum, WWII museum, World War 2 museum, army museum, militair historisch museum, military equipment museum, military history club, military vehicle museum","belgium, netherlands",belgium,False,Monday: 10:00 AM – 5:00 PM | Tuesday: 10:00 AM – 5:00 PM | Wednesday: 10:00 AM – 5:00 PM | Thursday: 10:00 AM – 5:00 PM | Friday: 10:00 AM – 5:00 PM | Saturday: 10:00 AM – 5:00 PM | Sunday: 10:00 AM – 5:00 PM
ChIJy9i-3gAZwEcRtLfOYqH-tSM,101st Airborne Museum,"Av. de la Gare 11, 6600 Bastogne, Belgium",061 50 12 00,+32 61 50 12 00,http://www.101airbornemuseumbastogne.com/,4.8,1875,OPERATIONAL,"establishment, museum, point_of_interest, tourist_attraction",49.9992313,5.7122148,"Afghan War museum, Cold War museum, Eastern Front museum, Korean War museum, Koude Oorlog museum, Tweede Wereldoorlog museum, Vietnam War museum, WWII museum, World War 2 museum, army museum, historical reenactment, militair historisch museum, military equipment museum, military history club, military reenactment, military vehicle museum, war museum","belgium, france, netherlands",belgium,False,Monday: Closed | Tuesday: Closed | Wednesday: 10:00 AM – 5:00 PM | Thursday: 10:00 AM – 5:00 PM | Friday: 10:00 AM – 5:00 PM | Saturday: 10:00 AM – 5:00 PM | Sunday: 10:00 AM – 5:00 PM
