place_id,name,address,phone,international_phone,website,rating,total_ratings,business_status,types,latitude,longitude,found_in_keywords,found_in_countries,source_country,is_open_now,hours
ChIJNW1AW_Yx5EcRW_-YSLyCOwU,Musée du costume militaire,"1 Rue Charles Legaigneur, 78730 Sainte-Mesme, France",01 30 59 42 71,+33 1 30 59 42 71,https://www.rt78.fr/lagglo/musee-du-costume-militaire-sainte-mesme,5.0,3,OPERATIONAL,"establishment, museum, point_of_interest",48.5309284,1.9623547,musée militaire,france,france,,
ChIJiZmBj_kXk0cRYBM02MrLW8s,Musée Historique Et Militaire Tchécoslovaque,"1 Pl. André Barbier, 88260 Darney, France",,,,5.0,1,CLOSED_PERMANENTLY,"establishment, museum, point_of_interest, tourist_attraction",48.0849764,6.047105699999999,musée militaire,france,france,,
ChIJ0-3QODXP5oURugbiCGFYkD4,Poland At War Tours,"Chmielna 73, 00-801 Warszawa, Poland",882 510 790,+48 882 510 790,http://www.polandatwartours.com/,5.0,27,OPERATIONAL,"establishment, point_of_interest, travel_agency",52.2283692,20.9973774,military reenactment,poland,poland,False,Monday: 8:00 AM – 6:00 PM | Tuesday: 8:00 AM – 6:00 PM | Wednesday: 8:00 AM – 6:00 PM | Thursday: 8:00 AM – 6:00 PM | Friday: 8:00 AM – 6:00 PM | Saturday: 8:00 AM – 6:00 PM | Sunday: 8:00 AM – 6:00 PM
ChIJH7F7wcINHEcRwYcD1O6EETs,MilitaryMonkeys,"Wyszogrodzka 20, 09-470 Chodkowo-Działki, Poland",507 541 914,+48 507 541 914,http://www.militarymonkeys.pl/,5.0,28,OPERATIONAL,"clothing_store, establishment, museum, point_of_interest, store",52.496284,20.0407769,"army surplus, military collectibles, military vehicle museum",poland,poland,,
ChIJueT5neeZFEcRxPX0ffokahQ,ARMYSOFT,"Pionierska 423/19, X548+H9, 01841 Dubnica nad Váhom, Slovakia",0950 730 730,+421 950 730 730,http://armysoft.sk/,5.0,33,OPERATIONAL,"clothing_store, establishment, point_of_interest, store",48.9564457,18.1658947,army surplus,slovakia,slovakia,False,Monday: 10:00 AM – 3:00 PM | Tuesday: 10:00 AM – 3:00 PM | Wednesday: 10:00 AM – 3:00 PM | Thursday: 10:00 AM – 3:00 PM | Friday: 10:00 AM – 3:00 PM | Saturday: Closed | Sunday: Closed
ChIJcXG5VV2JbEcRr8iKW7ZxN68,W.A.R. Defender s.r.o.,"Varšavská 1, 831 03 Bratislava-Nové Mesto, Slovakia",0911 755 440,+421 911 755 440,https://www.wardefender.sk/,5.0,3,OPERATIONAL,"clothing_store, establishment, point_of_interest, store",48.1726354,17.1336292,army surplus,slovakia,slovakia,,
ChIJU3cw8UyvE0cRlKmuvnMoRHo,ARMY-SURPLUS-SKLAD,"Polní 559/5, 750 02 Přerov-Přerov 2, Czechia",720 189 102,+420 720 189 102,https://www.army-surplus.cz/,5.0,2,OPERATIONAL,"clothing_store, establishment, point_of_interest, store",49.4561601,17.434762,army surplus,czech,czech,,
ChIJCfPxrDFHtEAR_y3SwOcxrjM,Muzeul Tării Vrancei,"DN2D, Vidra 627415, Romania",0237 222 890,+40 237 222 890,,5.0,9,OPERATIONAL,"establishment, museum, point_of_interest",45.9107098,26.906623,Afghan War museum,romania,romania,False,Monday: Closed | Tuesday: 9:00 AM – 4:00 PM | Wednesday: 9:00 AM – 4:00 PM | Thursday: 9:00 AM – 4:00 PM | Friday: 9:00 AM – 4:00 PM | Saturday: 9:00 AM – 4:00 PM | Sunday: 9:00 AM – 4:00 PM
ChIJSx9nO1ARW0cRWx4pKKma1A8,Miracle store,"Pavla Papa 33, Novi Sad, Serbia",,,https://www.instagram.com/miracle.store.ns?igsh=aDcwcmtxbmIyMDU=,5.0,30,OPERATIONAL,"establishment, point_of_interest, store",45.2550621,19.8369682,Soviet memorabilia,serbia,serbia,False,Monday: 12:00 – 8:00 PM | Tuesday: 12:00 – 8:00 PM | Wednesday: 12:00 – 8:00 PM | Thursday: 12:00 – 8:00 PM | Friday: 12:00 – 8:00 PM | Saturday: 12:00 – 5:00 PM | Sunday: Closed
ChIJIfMMXM5vWkcRTs5DAODiA2E,Belgrade Antiques,"Srđana Aleksića 5, Beograd 11000, Serbia",069 669229,+381 69 669229,https://belgradeantiques.rs/,5.0,17,OPERATIONAL,"establishment, home_goods_store, point_of_interest, store",44.8090234,20.3629439,military antiques,serbia,serbia,False,Monday: 8:00 AM – 11:00 PM | Tuesday: 8:00 AM – 11:00 PM | Wednesday: 8:00 AM – 11:00 PM | Thursday: 8:00 AM – 11:00 PM | Friday: 8:00 AM – 11:00 PM | Saturday: 8:00 AM – 11:00 PM | Sunday: 8:00 AM – 11:00 PM
ChIJPbIx2GtBdkgRy6MGFRpwOzE,Watling Militaria,"7 Pamela Ave, Hemel Hempstead HP3 9NT, UK",07779 242121,+44 7779 242121,https://www.watlingmilitaria.com/contact.php,5.0,1,OPERATIONAL,"establishment, point_of_interest, store",51.7425022,-0.4572282,military collectibles,united,united,,
ChIJVVW5_mirs0cRo73qrCn1Izo,"German-Historica An- Verkauf Orden & Ehrenzeichen, Militaria","Wulfsfelder Weg 6a, 24242 Felde, Germany",0431 7858569,+49 431 7858569,http://ankaufmilitaria.de/,5.0,1,OPERATIONAL,"establishment, home_goods_store, point_of_interest, store",54.3013081,9.937140000000001,military collectibles,germany,germany,,
ChIJSZjLm75rnEcRqJvuKexyKIg,Militariabavaria,"Radler Str. 11a, 87600 Kaufbeuren, Germany",01523 8449858,+49 1523 8449858,,5.0,1,OPERATIONAL,"clothing_store, establishment, museum, point_of_interest, store",47.90517,10.6362276,"Militaria Shop, military collectibles",germany,germany,True,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours
ChIJg35bZYVTp0cRDbfcYg_VlXM,Militaria-Richter - An- und Verkauf von militärhistorischen Antiquitäten,"Turnerstraße 12, 09429 Wolkenstein, Germany",0162 4265012,+49 162 4265012,https://www.militaria-richter.de/,5.0,16,OPERATIONAL,"clothing_store, establishment, home_goods_store, point_of_interest, store",50.65424059999999,13.0685621,"Militaria Shop, military collectibles",germany,germany,,
ChIJ8YVkSC8HoUcR6IL6LuQYGeI,Milantik,"Wunsiedler Str. 25, 95163 Weißenstadt, Germany",0171 4468022,+49 171 4468022,https://www.milantik.de/,5.0,16,OPERATIONAL,"establishment, home_goods_store, point_of_interest, store",50.1007209,11.8876417,"Militaria Shop, Militär Sammler, military antiques, military collectibles",germany,germany,,
ChIJs0LDbkXzsEcRR37zKqblaG0,Militaria Sammlergemeinschaft Lüneburg,"Wieselweg 19, 21354 Bleckede, Germany",0162 7389714,+49 162 7389714,https://www.varia-militaria.de/,5.0,1,OPERATIONAL,"book_store, clothing_store, establishment, home_goods_store, museum, point_of_interest, store",53.29502369999999,10.68832,"Militaria Shop, Militär Sammler, military antiques, military collectibles",germany,germany,False,Monday: 8:00 AM – 10:00 PM | Tuesday: 8:00 AM – 10:00 PM | Wednesday: 8:00 AM – 10:00 PM | Thursday: 8:00 AM – 10:00 PM | Friday: 8:00 AM – 10:00 PM | Saturday: 8:00 AM – 10:00 PM | Sunday: 8:00 AM – 10:00 PM
ChIJj9kLBaHPpkcRLclaU8VtGm4,Antiquitäten & Militaria Gera – Ihr Partner für Ankauf & Onlinehandel,"015788373663 Besichtigung bitte vorher telefonisch abstimmen, info@antik-und-militaria, Onlinehandel - Kein Ladengeschäft, Lutherstraße 13, 07546 Gera, Germany",01578 8373663,+49 1578 8373663,https://www.antik-und-militaria-gera.de/,5.0,17,OPERATIONAL,"establishment, home_goods_store, point_of_interest, store",50.8791375,12.0915257,"Militaria Shop, Militär Sammler, military antiques, military collectibles",germany,germany,True,Monday: 6:00 AM – 9:00 PM | Tuesday: 6:00 AM – 9:00 PM | Wednesday: 6:00 AM – 9:00 PM | Thursday: 6:00 AM – 9:00 PM | Friday: 6:00 AM – 9:00 PM | Saturday: 9:00 AM – 9:00 PM | Sunday: 6:00 AM – 9:00 PM
ChIJ8dC1rdsTt0cRrYrSd2Uuj5s,HB Militaria,"Schulstraße 16a, 49696 Molbergen, Germany",04447 5919155,+49 4447 5919155,http://www.hb-militaria.de/,5.0,1,OPERATIONAL,"establishment, home_goods_store, point_of_interest, store",52.8607533,7.915689899999999,"Militaria Shop, Militär Sammler, military antiques, military collectibles",germany,germany,False,Monday: 9:00 AM – 5:00 PM | Tuesday: 9:00 AM – 5:00 PM | Wednesday: 9:00 AM – 5:00 PM | Thursday: 9:00 AM – 5:00 PM | Friday: 9:00 AM – 5:00 PM | Saturday: Closed | Sunday: Closed
ChIJY5k9lwQle0cRmJMR8G2wyKM,War museum,"6230 Predjama, Slovenia",,,,5.0,12,OPERATIONAL,"establishment, museum, point_of_interest",45.8147187,14.1282564,"Afghan War museum, Korean War museum, military equipment museum",slovenia,slovenia,,
ChIJpdRD5hqta0cR1T9177-SYhg,Cold War exhibition and a small waterworks museum,"Nám. M. R. Štefánika 904/6, Komárno, 945 01 Komárno, Slovakia",0905 405 455,+421 905 405 455,http://www.studenavojna.sk/,5.0,9,OPERATIONAL,"establishment, museum, point_of_interest",47.7600889,18.1274516,studená vojna múzeum,slovakia,slovakia,,
ChIJu9r2V-TAx0cREU9KvxcfXoY,Koude Oorlog Museum,"De Zanden 167, 7395 PG Teuge, Netherlands",,,,5.0,1,CLOSED_PERMANENTLY,"establishment, museum, point_of_interest",52.24142149999999,6.058590199999999,Koude Oorlog museum,netherlands,netherlands,,
ChIJDST-tL9QxkcRyPImsJnZ4Ow,Stichting Koude Oorlog,"Imminkstraat 5-C, 3958 CG Amerongen, Netherlands",,,,5.0,3,CLOSED_PERMANENTLY,"establishment, museum, point_of_interest",51.99972899999999,5.4598018,Koude Oorlog museum,netherlands,netherlands,,
ChIJN5zj4nTNxUcRbYk-8n4oHzw,Oorlogsmuseum Depot 40-45,"Rembrandtlaan 2, 2665 XG Bleiswijk, Netherlands",06 31325093,+31 6 31325093,https://museum-depot-40-45.jimdosite.com/,5.0,8,OPERATIONAL,"establishment, museum, point_of_interest",52.0084605,4.525843699999999,military equipment museum,netherlands,netherlands,,
ChIJxVi-Qn9cekcRVvV8ugMhklo,Muzejska Zbirka Kobarid V Veliki Vojni 1917,"Pot na gradič 5, 5222 Kobarid, Slovenia",041 713 829,+386 41 713 829,,5.0,11,OPERATIONAL,"establishment, museum, point_of_interest",46.2476541,13.5831981,"Afghan War museum, Cold War museum, Korean War museum, army museum, military equipment museum, vojaški muzej",slovenia,slovenia,,
ChIJbzCpgrVmb0cRVEE5fBUTdYU,Poetovio Lxix Society for Roman History and Culture Ptuj,"Krempljeva ulica 4, 2250 Ptuj, Slovenia",,,http://www.rimskeigre.si/index.php/o-nas,5.0,2,OPERATIONAL,"establishment, point_of_interest",46.419146,15.8714323,historical reenactment,slovenia,slovenia,,
ChIJVa3SF43GxUcRJUlEl8S2Rh4,Treasure Hunt,"Breestraat 141, 2311 CM Leiden, Netherlands",06 52320122,+31 6 52320122,https://www.treasure-hunt.nl/,5.0,3,OPERATIONAL,"book_store, establishment, point_of_interest, store",52.15715059999999,4.4914698,"military antiques, military collectibles",netherlands,netherlands,False,Monday: 1:00 – 5:00 PM | Tuesday: 10:00 AM – 5:00 PM | Wednesday: 10:00 AM – 5:00 PM | Thursday: 10:00 AM – 5:00 PM | Friday: 10:00 AM – 5:00 PM | Saturday: 10:00 AM – 5:00 PM | Sunday: Closed
ChIJNSMVPw_ZxkcRVKXu-phworE,Hasenbos Militaria en Curiosa,"Gelderlandplein 27, 5651 BG Eindhoven, Netherlands",06 49146892,+31 6 49146892,http://hasenbosmilitaria.nl/,5.0,4,OPERATIONAL,"establishment, home_goods_store, point_of_interest, store",51.4455578,5.445176099999999,"military antiques, military collectibles",netherlands,netherlands,,
ChIJr84T3Clqx0cRRy1Q5lnaYKw,CLASSIC MILITARY ARSENAL,"Kuiperstraat 4, 5855 DE Well, Netherlands",0478 785 013,+31 478 785 013,http://classicmilitaryarsenal.com/,5.0,4,OPERATIONAL,"clothing_store, establishment, point_of_interest, store",51.5611293,6.0862387,"army surplus, military antiques, military collectibles",netherlands,netherlands,,
ChIJUZrjcUyRxkcRQP4IVL4WmdM,Wartime Relics,"Veerweg 8A, 5171 PW Kaatsheuvel, Netherlands",,,,5.0,3,OPERATIONAL,"establishment, point_of_interest, store",51.6634783,5.0388655,military collectibles,netherlands,netherlands,,
ChIJkR0RbZTRxUcRPEoLvuiqe3g,Rusmatroesjka - Webwinkel,"Sterrenlaan 122, 2743 LV Waddinxveen, Netherlands",06 25482424,+31 6 25482424,http://rusmatroesjka.nl/,5.0,1,OPERATIONAL,"establishment, point_of_interest, store",52.0321882,4.630957,Soviet memorabilia,netherlands,netherlands,False,Monday: 10:00 AM – 5:00 PM | Tuesday: 10:00 AM – 5:00 PM | Wednesday: 10:00 AM – 5:00 PM | Thursday: 10:00 AM – 5:00 PM | Friday: 10:00 AM – 5:00 PM | Saturday: Closed | Sunday: Closed
ChIJuVRPcuG8uEcRg5eVsKqtrxY,militaria-ankauf-nrw,"Schulstraße 26, 47447 Moers, Germany",01573 5546712,+49 1573 5546712,http://militaria-ankauf-nrw.de/,5.0,3,OPERATIONAL,"establishment, home_goods_store, point_of_interest, store",51.4152829,6.5902696,military collectibles,netherlands,netherlands,,
ChIJM09tfU4Vx0cRTtKEHxEzVPs,PLIEN modelbouw Overloon,"Museumlaan 30, 5825 AK Overloon, Netherlands",06 22250859,+31 6 22250859,http://www.plien-overloon.jouwweb.nl/,5.0,41,OPERATIONAL,"establishment, point_of_interest, store",51.5706047,5.9526241,military collectibles,netherlands,netherlands,False,Monday: Closed | Tuesday: Closed | Wednesday: 10:30 AM – 6:00 PM | Thursday: 10:30 AM – 6:00 PM | Friday: 10:30 AM – 6:00 PM | Saturday: 10:30 AM – 6:00 PM | Sunday: 10:30 AM – 6:00 PM
ChIJD6HMr---xkcR2OagiGUGd-o,Bolk-Antiek V.O.F. Please make an appointment when you want to visit the shop,"Tilburgseweg 19, 5051 AA Goirle, Netherlands",013 534 7943,+31 13 534 7943,http://www.bolk-antiques.nl/,5.0,23,OPERATIONAL,"establishment, home_goods_store, point_of_interest, store",51.5194412,5.0677366,"military antiques, military collectibles",netherlands,netherlands,,
ChIJyeTO5b2nc0gR7YGX1YecNzY,Antique Swords,"13 Freeland Pk, Wareham Rd, Lytchett Matravers, Poole BH16 6FA, UK",0844 351 0404,+44 844 351 0404,http://www.antique-swords.com/,5.0,4,OPERATIONAL,"establishment, point_of_interest, store",50.7585819,-2.0755213,military antiques,united,united,False,Monday: 8:30 AM – 5:00 PM | Tuesday: 8:30 AM – 5:00 PM | Wednesday: 8:30 AM – 5:00 PM | Thursday: 8:30 AM – 5:00 PM | Friday: 8:30 AM – 5:00 PM | Saturday: 8:30 AM – 1:00 PM | Sunday: Closed
ChIJp95TwbQQt2ARWgVrHigXlfM,Antique Armoury,"Ellastone Rd, Stoke-on-Trent ST10 3ET, UK",07964 858098,+44 7964 858098,https://www.antiquearmoury.net/,5.0,3,OPERATIONAL,"establishment, point_of_interest, store",53.0346996,-1.9081941,"military antiques, military collectibles",united,united,False,Monday: 9:00 AM – 6:00 PM | Tuesday: 9:00 AM – 6:00 PM | Wednesday: 9:00 AM – 6:00 PM | Thursday: 9:00 AM – 6:00 PM | Friday: 9:00 AM – 6:00 PM | Saturday: Closed | Sunday: Closed
ChIJd80qNyq8ekgRMF-PjUQe6hI,Ian G Kelly (Militaria),"Box 66, Ellesmere SY12 0YS, UK",,,https://www.kellybadges.co.uk/,5.0,52,OPERATIONAL,"establishment, point_of_interest, store",52.906626,-2.895315,military collectibles,united,united,True,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours
ChIJZRCC_0_22UcRv3dtileVZ8U,A2Z Military Collectables,"42 King's Dam, Gillingham, Beccles NR34 0LG, UK",07849 877477,+44 7849 877477,http://www.a2zmilitarycollectables.co.uk/contact.php,5.0,2,OPERATIONAL,"establishment, point_of_interest, store",52.4685397,1.5409568,"military antiques, military collectibles",united,united,False,Monday: 11:00 AM – 4:00 PM | Tuesday: 11:00 AM – 4:00 PM | Wednesday: 11:00 AM – 4:00 PM | Thursday: 11:00 AM – 4:00 PM | Friday: 11:00 AM – 4:00 PM | Saturday: 11:00 AM – 4:00 PM | Sunday: Closed
ChIJCWHtSH_Z10cR13xO_USEARs,Antiques Militaria & Collectables,"2 Church St, Spilsby PE23 5DU, UK",07950 965185,+44 7950 965185,https://www.militariaandcollectables.co.uk/,5.0,8,OPERATIONAL,"establishment, home_goods_store, point_of_interest, store",53.17380070000001,0.094164,"military antiques, military collectibles",united,united,False,Monday: 10:00 AM – 5:00 PM | Tuesday: 10:00 AM – 5:00 PM | Wednesday: 10:00 AM – 5:00 PM | Thursday: 10:00 AM – 5:00 PM | Friday: 10:00 AM – 5:00 PM | Saturday: 10:00 AM – 5:00 PM | Sunday: Closed
ChIJ4yh25HS7e0gR2Ln2O60lp1s,Military Merchandise UK,"26 Mons Ave, Rochdale OL11 5BQ, UK",07714 257005,+44 7714 257005,http://www.militarymerchandise.co.uk/,5.0,79,OPERATIONAL,"establishment, point_of_interest, store",53.6197494,-2.1798649,"army surplus, military antiques, military collectibles",united,united,False,Monday: 9:00 AM – 6:00 PM | Tuesday: 9:00 AM – 6:00 PM | Wednesday: 9:00 AM – 6:00 PM | Thursday: 9:00 AM – 6:00 PM | Friday: 9:00 AM – 6:00 PM | Saturday: Closed | Sunday: Closed
ChIJDx0UosgddkgRyG5f8LDG5nE,Blighty Militaria,"Unit 2, 6 Well St, London E9 7PX, UK",07729 917773,+44 7729 917773,http://www.blightymilitaria.com/,5.0,2,OPERATIONAL,"clothing_store, establishment, point_of_interest, store",51.540066,-0.05524800000000001,"military antiques, military collectibles",united,united,False,Monday: 9:30 AM – 5:30 PM | Tuesday: 9:30 AM – 5:30 PM | Wednesday: 9:30 AM – 5:30 PM | Thursday: 9:30 AM – 5:30 PM | Friday: 9:30 AM – 5:30 PM | Saturday: Closed | Sunday: Closed
ChIJ33PbVHPseUgRVItSaIQdIG8,Militaria X,"At Arcade Collectables, 7 Toothill Ln, Mansfield NG18 1NJ, UK",07880 966064,+44 7880 966064,http://www.militariax.com/,5.0,3,OPERATIONAL,"establishment, point_of_interest, store",53.1455181,-1.1946334,"military antiques, military collectibles",united,united,False,Monday: 10:30 AM – 4:00 PM | Tuesday: 10:30 AM – 4:00 PM | Wednesday: 10:30 AM – 4:00 PM | Thursday: 10:30 AM – 4:00 PM | Friday: 10:30 AM – 4:00 PM | Saturday: 10:30 AM – 4:00 PM | Sunday: Closed
ChIJ8848vO6DQIgRYHZkrUpLTzA,Korean War Gallery,"Riverside, OH 45431, USA",,,https://www.nationalmuseum.af.mil/Portals/7/documents/maps/nmusaf_map.pdf,5.0,1,OPERATIONAL,"establishment, museum, point_of_interest",39.7802498,-84.110157,Korean War museum,bulgaria,bulgaria,,
ChIJw1R2RNYEdkgR-FLlU9NsRkQ,The Armoury of St James,"17 Piccadilly Arcade, London SW1Y 6NH, UK",020 7493 5082,+44 20 7493 5082,https://armoury.co.uk/,5.0,25,OPERATIONAL,"establishment, home_goods_store, point_of_interest, store",51.507856,-0.138853,"military antiques, military collectibles",united,united,False,Monday: 10:00 AM – 6:00 PM | Tuesday: 10:00 AM – 6:00 PM | Wednesday: 10:00 AM – 6:00 PM | Thursday: 10:00 AM – 6:00 PM | Friday: 10:00 AM – 6:00 PM | Saturday: 12:00 – 4:00 PM | Sunday: Closed
ChIJc1otc-IPdkgRZ29o7aWSX2U,Colonial Soldier,"141-149 Portobello Rd, London W11 2DY, UK",07776 183343,+44 7776 183343,https://www.colonialsoldier.com/,5.0,2,OPERATIONAL,"establishment, home_goods_store, point_of_interest, store",51.514377,-0.2042346,"military antiques, military collectibles",united,united,False,Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: Closed | Friday: 8:30 AM – 5:00 PM | Saturday: 8:00 AM – 6:00 PM | Sunday: Closed
ChIJMfQQjYCZdkgRQogaiafwc-s,C & J Medals,"The Unit at, Kiln Meadow, Farm Cox's Ln, Midgham, Reading RG7 5UR, UK",0118 942 5356,+44 118 942 5356,http://shop.cjmedals.co.uk/,5.0,18,OPERATIONAL,"clothing_store, establishment, point_of_interest, store",51.4091956,-1.212398,military collectibles,united,united,False,Monday: 9:30 AM – 4:00 PM | Tuesday: 9:30 AM – 4:00 PM | Wednesday: 9:30 AM – 4:00 PM | Thursday: 9:30 AM – 4:00 PM | Friday: 9:30 AM – 4:00 PM | Saturday: Closed | Sunday: Closed
ChIJj0PSlKAne0gRECuFfNVK3hs,07 Militaria,"128 Oxton Rd, Birkenhead CH41 2TP, UK",07808 804910,+44 7808 804910,,5.0,6,OPERATIONAL,"clothing_store, establishment, point_of_interest, store",53.3860433,-3.0353891,military collectibles,united,united,False,Monday: 12:00 – 5:00 PM | Tuesday: 12:00 – 5:00 PM | Wednesday: 12:00 – 5:00 PM | Thursday: 12:00 – 5:00 PM | Friday: 12:00 – 5:00 PM | Saturday: 11:00 AM – 4:00 PM | Sunday: Closed
ChIJQ-dGLBpudEgRxIO8EgZMCkA,Www,"Online business, Hedge End, Southampton SO30 4QU, UK",,,,5.0,1,OPERATIONAL,"establishment, home_goods_store, point_of_interest, store",50.913021,-1.3040146,"military antiques, military collectibles",united,united,False,Monday: 9:00 AM – 9:00 PM | Tuesday: 9:00 AM – 9:00 PM | Wednesday: 9:00 AM – 9:00 PM | Thursday: 9:00 AM – 9:00 PM | Friday: 9:00 AM – 9:00 PM | Saturday: 9:00 AM – 9:00 PM | Sunday: 9:00 AM – 9:00 PM
ChIJAQDMeTtJekgRz70PQCpkwf8,The Militaria Shop,"Lime Kiln Ln, Holbury, Hardley, Southampton SO45 2AR, UK",01702 965386,+44 1702 965386,http://themilitariashop.com/,5.0,1,OPERATIONAL,"establishment, point_of_interest, storage",50.8398374,-1.3936891,"military antiques, military collectibles",united,united,,
ChIJtSjOuF-s2EcRwydkV3Ajrx4,Swansons Militaria,"Haddon Rd, Orpington BR5 4BU, UK",07946 441851,+44 7946 441851,https://www.ebay.co.uk/str/swansonsmilitaria,5.0,2,OPERATIONAL,"establishment, point_of_interest, store",51.3905818,0.1185207,"military antiques, military collectibles",united,united,False,Monday: 9:00 AM – 6:00 PM | Tuesday: 9:00 AM – 6:00 PM | Wednesday: 9:00 AM – 6:00 PM | Thursday: 9:00 AM – 6:00 PM | Friday: 9:00 AM – 6:00 PM | Saturday: 9:00 AM – 6:00 PM | Sunday: 9:00 AM – 6:00 PM
ChIJMdfr5lLXZUcRT13pkEZoAAk,Video Game History Museum,"Draškovićeva ul. 10, 10000, Zagreb, Croatia",01 6886 440,+385 1 6886 440,https://en.vghm.hr/,5.0,502,OPERATIONAL,"establishment, museum, point_of_interest",45.81299440000001,15.9832775,"WWII museum, World War 2 museum",croatia,croatia,False,Monday: Closed | Tuesday: 10:00 AM – 10:00 PM | Wednesday: 10:00 AM – 10:00 PM | Thursday: 10:00 AM – 10:00 PM | Friday: 10:00 AM – 10:00 PM | Saturday: 10:00 AM – 10:00 PM | Sunday: 10:00 AM – 10:00 PM
