place_id,name,address,phone,international_phone,website,rating,total_ratings,business_status,types,latitude,longitude,found_in_keywords,source_file,is_open_now,hours
ChIJR5nmHKJEBEcR906V7NJ2-hY,Museum of Armored Weapons,"3 Pułku Lotniczego 4, 60-421 Poznań, Poland",26 157 84 05,+48 26 157 84 05,https://www.muzeumbronipancernej.pl/,4.9,3793,OPERATIONAL,"establishment, museum, point_of_interest, tourist_attraction",52.42696369999999,16.8479631,"military history club, soviet military history",poland_20251111_120558,False,Monday: Closed | Tuesday: 10:00 AM – 4:00 PM | Wednesday: 10:00 AM – 4:00 PM | Thursday: 10:00 AM – 4:00 PM | Friday: 10:00 AM – 4:00 PM | Saturday: 10:00 AM – 4:00 PM | Sunday: Closed
ChIJD5dPsrq-_UYRzJ8TN6kxvLY,"Museum of Military Technology ""GRYF"" (former JW1068)","Ppłk. R. Lubowiedzkiego 2, 84-242 Dąbrówka, Poland",667 910 060,+48 667 910 060,http://www.muzeumgryf.pl/,4.9,2478,OPERATIONAL,"establishment, museum, point_of_interest",54.5510812,18.1712149,military history club,poland_20251111_120558,False,Monday: Closed | Tuesday: Closed | Wednesday: 10:00 AM – 3:00 PM | Thursday: 10:00 AM – 3:00 PM | Friday: 10:00 AM – 3:00 PM | Saturday: 10:00 AM – 3:00 PM | Sunday: 10:00 AM – 3:00 PM
ChIJz3Dn616TC0cRte641WyLH9Q,RANGER PRAGUE Shooting Range,"Lublaňská 1729/23, Nové Město, 120 00 Praha-Praha 2, Czechia",228 883 526,+420 228 883 526,https://www.pragueranger.cz/,4.9,2484,OPERATIONAL,"establishment, point_of_interest",50.07147819999999,14.4319076,military history club,czech_republic_20251111_120558,False,Monday: 9:00 AM – 8:00 PM | Tuesday: 9:00 AM – 8:00 PM | Wednesday: 9:00 AM – 8:00 PM | Thursday: 9:00 AM – 8:00 PM | Friday: 9:00 AM – 8:00 PM | Saturday: 9:00 AM – 8:00 PM | Sunday: 9:00 AM – 8:00 PM
ChIJzZT2wH1lDkcRWxA7vfocMBI,Pěhotní srub Březinka,"Pěchotní srub N-S 82 ""Březinka"", 547 01 Náchod-Náchod 1, Czechia",731 886 069,+420 731 886 069,https://www.brezinka.cz/,4.9,522,OPERATIONAL,"establishment, museum, park, point_of_interest, tourist_attraction",50.4154871,16.1980299,"vojenska historie, military history club",czech_republic_20251111_120558,False,Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: Closed | Friday: Closed | Saturday: 10:00 AM – 6:00 PM | Sunday: Closed
ChIJdxMF4gD5C0cROvy84Jd0G5g,Muzeum vojenského prostoru v Milovicích,"Nám. 30. června 507, Mladá, 289 24 Milovice-Milovice nad Labem 3, Czechia",325 517 110,+420 325 517 110,https://muzeum-milovice.cz/,4.9,27,OPERATIONAL,"establishment, museum, point_of_interest",50.2294023,14.8770726,military history club,czech_republic_20251111_120558,False,"Monday: Closed | Tuesday: 10:00 AM – 12:00 PM, 1:00 – 5:00 PM | Wednesday: 10:00 AM – 12:00 PM, 1:00 – 5:00 PM | Thursday: 10:00 AM – 12:00 PM, 1:00 – 5:00 PM | Friday: 10:00 AM – 12:00 PM, 1:00 – 5:00 PM | Saturday: 10:00 AM – 12:00 PM, 1:00 – 5:00 PM | Sunday: 10:00 AM – 12:00 PM, 1:00 – 5:00 PM"
ChIJ-5sL3IKVC0cRBhCvLiGmWIo,Shooting Range Prague,"Dlouhá 612/6, Staré Město, 110 00 Praha-Praha 1, Czechia",773 777 477,+420 773 777 477,https://shootingrangeprague.com/,4.9,1018,OPERATIONAL,"establishment, point_of_interest, tourist_attraction",50.0889098,14.4221679,military history club,czech_republic_20251111_120558,False,Monday: 8:00 AM – 10:00 PM | Tuesday: 8:00 AM – 10:00 PM | Wednesday: 8:00 AM – 10:00 PM | Thursday: 8:00 AM – 10:00 PM | Friday: 8:00 AM – 10:00 PM | Saturday: 8:00 AM – 10:00 PM | Sunday: 8:00 AM – 10:00 PM
ChIJA-MeHpiUC0cR4Wgcnqy9fh4,Military History Institute in Prague: The Army Museum Žižkov,"U Památníku 1600/2, 130 00 Praha 3-Žižkov, Czechia",973 204 924,+420 973 204 924,http://www.vhu.cz/muzea/zakladni-informace-o-am-zizkov/,4.9,3381,OPERATIONAL,"establishment, museum, point_of_interest",50.08757079999999,14.4446676,"vojenska historie, military history club, cold war reenactment, great patriotic war",czech_republic_20251111_120558,False,Monday: Closed | Tuesday: 10:00 AM – 6:00 PM | Wednesday: 10:00 AM – 6:00 PM | Thursday: 10:00 AM – 6:00 PM | Friday: 10:00 AM – 6:00 PM | Saturday: 10:00 AM – 6:00 PM | Sunday: 10:00 AM – 6:00 PM
ChIJu2niIWeTC0cRq-BNOHo-NWY,Aircraft museum Prague-Kbely,"Mladoboleslavská 425/9, 197 00 Praha-Kbely, Czechia",973 207 500,+420 973 207 500,http://www.vhu.cz/muzea/zakladni-informace-o-lm-kbely/,4.8,4057,CLOSED_TEMPORARILY,"establishment, museum, point_of_interest, tourist_attraction",50.1252556,14.5355237,military history club,czech_republic_20251111_120558,,
ChIJxazg3WVNDkcR-2jFpSaL4vo,Museum of Arms and Weapons,"Witoszów Dolny 7A, 58-100 Świdnica, Poland",791 376 320,+48 791 376 320,http://www.muzeum-broni.com.pl/,4.8,1791,OPERATIONAL,"establishment, museum, point_of_interest, tourist_attraction",50.8260799,16.4587487,vojenska historie,poland_20251111_120558,False,Monday: 10:00 AM – 6:00 PM | Tuesday: 10:00 AM – 6:00 PM | Wednesday: 10:00 AM – 6:00 PM | Thursday: 10:00 AM – 6:00 PM | Friday: 10:00 AM – 6:00 PM | Saturday: 10:00 AM – 6:00 PM | Sunday: 10:00 AM – 6:00 PM
ChIJOcrJ-EQFdkgRfriBVbNkaTs,Polish Institute and Sikorski Museum,"20 Princes Gate, London SW7 1PT, UK",020 7589 9249,+44 20 7589 9249,http://www.pism.org.uk/,4.8,127,OPERATIONAL,"establishment, museum, point_of_interest, tourist_attraction",51.501479,-0.1728865,military history club,poland_20251111_120558,False,Monday: Closed | Tuesday: 2:00 – 4:00 PM | Wednesday: 2:00 – 4:00 PM | Thursday: 2:00 – 4:00 PM | Friday: 2:00 – 4:00 PM | Saturday: Closed | Sunday: Closed
ChIJNWoMFSTNHkcR85JaS7YPsX8,Museum of Cursed Soldiers and Political Prisoners of the Polish People’s Republic,"Rakowiecka 37, 02-521 Warszawa, Poland",22 547 96 00,+48 22 547 96 00,https://www.muzeumrakowiecka37.pl/,4.8,1005,OPERATIONAL,"establishment, museum, point_of_interest",52.20769929999999,21.0109348,"military history club, USSR history club",poland_20251111_120558,False,Monday: Closed | Tuesday: 10:00 AM – 6:00 PM | Wednesday: 10:00 AM – 6:00 PM | Thursday: 10:00 AM – 6:00 PM | Friday: 10:00 AM – 6:00 PM | Saturday: 10:00 AM – 6:00 PM | Sunday: 10:00 AM – 6:00 PM
ChIJ8-na4S0rGUcRixQ7Id_8dJM,PM Shooter,"Krakowiaków 80A, 02-255 Warszawa, Poland",602 231 767,+48 602 231 767,http://pmshooter.pl/,4.8,3116,OPERATIONAL,"establishment, point_of_interest",52.1915002,20.9357886,military history club,poland_20251111_120558,False,Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 9:00 PM | Saturday: 10:00 AM – 9:00 PM | Sunday: 10:00 AM – 7:00 PM
ChIJ6YordKIG_UYRDi3BdpNLVSk,Coastal Defense Museum,"Helska 16, 84-150 Hel, Poland",697 888 583,+48 697 888 583,http://helmuzeum.pl/,4.8,5095,OPERATIONAL,"establishment, museum, point_of_interest, tourist_attraction",54.6230102,18.8016881,military history club,poland_20251111_120558,False,Monday: 10:00 AM – 4:00 PM | Tuesday: 10:00 AM – 4:00 PM | Wednesday: 10:00 AM – 4:00 PM | Thursday: 10:00 AM – 4:00 PM | Friday: 10:00 AM – 4:00 PM | Saturday: 10:00 AM – 4:00 PM | Sunday: 10:00 AM – 4:00 PM
ChIJcyyBngxz_UYR4Drm0rTDtKA,Museum of the Second World War,"plac Władysława Bartoszewskiego 1, 80-862 Gdańsk, Poland",58 760 09 60,+48 58 760 09 60,https://muzeum1939.pl/,4.8,49815,OPERATIONAL,"establishment, museum, point_of_interest",54.3560788,18.6599927,"red army reenactment, military history club, world war 2 reenactment, soviet military history, second world war soviet",poland_20251111_120558,False,Monday: Closed | Tuesday: 10:00 AM – 4:00 PM | Wednesday: 10:00 AM – 6:00 PM | Thursday: 10:00 AM – 6:00 PM | Friday: 10:00 AM – 6:00 PM | Saturday: 10:00 AM – 6:00 PM | Sunday: 10:00 AM – 6:00 PM
ChIJtSb9FvqzAUcRIsMOf2Mo1K8,logo Cold War Museum Podborsko 3001,"78-220 Podborsko, Poland",517 811 016,+48 517 811 016,http://www.muzeum.kolobrzeg.pl/pl/muzeum/muzeum-zimnej-wojny/,4.8,1166,OPERATIONAL,"establishment, museum, point_of_interest, tourist_attraction",53.9563087,16.1216841,"red army reenactment, historical reenactment society, cold war reenactment, soviet military history",poland_20251111_120558,False,Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: Closed | Friday: Closed | Saturday: Closed | Sunday: 11:00 AM – 1:00 PM
ChIJ_R597ab8CkcRrnZI7yq2Nek,"KLUB VOJENSKÉHO MUZEA v Rokycanech, z. s.","Šťáhlavská, 337 01 Rokycany, Czechia",605 533 254,+420 605 533 254,http://www.klub-vm.eu/,4.8,33,OPERATIONAL,"establishment, point_of_interest",49.727066,13.586504,klub vojenske historie,czech_republic_20251111_120558,False,Monday: 9:00 AM – 5:00 PM | Tuesday: 9:00 AM – 5:00 PM | Wednesday: 9:00 AM – 5:00 PM | Thursday: 9:00 AM – 5:00 PM | Friday: 9:00 AM – 5:00 PM | Saturday: 9:00 AM – 5:00 PM | Sunday: 9:00 AM – 5:00 PM
ChIJkcNnu4mDC0cRDVLyoRFxGi0,Military Museum Lešany,"Lešany 41, 257 41 Lešany, Czechia",973 296 161,+420 973 296 161,http://www.vhu.cz/muzea/zakladni-informace-o-vtm-lesany/,4.8,2904,CLOSED_TEMPORARILY,"establishment, museum, point_of_interest, tourist_attraction",49.854981,14.544397,"vojenska historie, klub vojenske historie, military history club, soviet military enthusiasts, soviet military equipment",czech_republic_20251111_120558,,
ChIJtxLE6IiDC0cRbLoluoNNmhI,Military History Institute in Prague,"Lešany, 257 44 Lešany-Netvořice, Czechia",317 702 130,+420 317 702 130,http://www.vhu.cz/muzea/zakladni-informace-o-vtm-lesany/,4.8,216,OPERATIONAL,"establishment, museum, point_of_interest, tourist_attraction",49.8551855,14.5441061,"vojenska historie, klub vojenske historie, military history club, soviet military enthusiasts, soviet military equipment, soviet military history",czech_republic_20251111_120558,True,Monday: Closed | Tuesday: Open 24 hours | Wednesday: Closed | Thursday: Closed | Friday: Closed | Saturday: 9:30 AM – 5:30 PM | Sunday: 9:30 AM – 5:30 PM
ChIJf6NHGnxfa0cRL05RriwZd1g,Klub vojenskej histórie Tyrnau,"59, Vladimíra Clementisa 6453, 917 01 Trnava, Slovakia",0904 966 884,+421 904 966 884,http://www.kvhtyrnau.sk/,4.8,4,OPERATIONAL,"establishment, point_of_interest",48.3782976,17.5989143,"klub historii wojskowej ZSRR, klub vojenske historie",czech_republic_20251111_120558,False,Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: Closed | Friday: Closed | Saturday: 9:00 AM – 4:00 PM | Sunday: Closed
ChIJT_DiBvSUC0cRLPuDSuKtZ-I,National Memorial to the Heroes of the Heydrich Terror,"Resslova 9a, 120 00 Praha 2-Nové Město, Czechia",222 540 718,+420 222 540 718,http://www.vhu.cz/muzea/ostatni-expozice/krypta/,4.8,2387,OPERATIONAL,"establishment, museum, point_of_interest, tourist_attraction",50.0759236,14.4166803,"vojenska historie, military history club, world war 2 reenactment, cold war reenactment",czech_republic_20251111_120558,False,Monday: Closed | Tuesday: 9:00 AM – 5:00 PM | Wednesday: 9:00 AM – 5:00 PM | Thursday: 9:00 AM – 5:00 PM | Friday: 9:00 AM – 5:00 PM | Saturday: 9:00 AM – 5:00 PM | Sunday: 9:00 AM – 5:00 PM
ChIJ18XlPe-UC0cRWM4DUWRBOQw,WWII in Prague Tour,"Powder Gate, 110 00 Praha-Praha 1, Czechia",605 918 596,+420 605 918 596,https://anthropoidtour.com/home/,4.8,116,OPERATIONAL,"establishment, point_of_interest",50.0873417,14.4283529,world war 2 reenactment,czech_republic_20251111_120558,True,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours
ChIJtQS1Z8DP20YRh-F5E7NDXIk,Belarusian State Museum of the History of the Great Patriotic War,"Praspiekt Pieramožcaŭ 8, Minsk, Minskaja voblasć, Belarus",8 017 304-11-66,+375 17 304-11-66,http://www.warmuseum.by/,4.8,7451,OPERATIONAL,"establishment, museum, point_of_interest, tourist_attraction",53.916368,27.537843,"great patriotic war, great patriotic war",czech_republic_20251111_120558,False,Monday: Closed | Tuesday: 10:00 AM – 7:00 PM | Wednesday: 10:00 AM – 7:00 PM | Thursday: 10:00 AM – 7:00 PM | Friday: 10:00 AM – 7:00 PM | Saturday: 10:00 AM – 7:00 PM | Sunday: 10:00 AM – 7:00 PM
ChIJ0U3uxIs5PEcR-vpHQD-30n8,Tablica - Świadkowie historii z mapą,"Unnamed Road, Poland",,,,4.8,6,OPERATIONAL,"establishment, point_of_interest, tourist_attraction",49.54508999999999,21.794349,historical reenactment society,poland_20251111_120558,,
ChIJm-csKGDMHkcRkwM_xuFZKB8,Reprezentacyjny Zespół Artystyczny Wojska Polskiego,"Dymińska 13, 01-535 Warszawa, Poland",26 187 71 02,+48 26 187 71 02,http://rzawp.pl/,4.8,29,OPERATIONAL,"establishment, point_of_interest",52.26140239999999,21.0017031,klub historii wojskowej ZSRR,poland_20251111_120558,False,Monday: 7:30 AM – 3:30 PM | Tuesday: 7:30 AM – 3:30 PM | Wednesday: 7:30 AM – 3:30 PM | Thursday: 7:30 AM – 3:30 PM | Friday: 7:30 AM – 3:30 PM | Saturday: Closed | Sunday: Closed
ChIJSx20k_ATE0cRclPG2xGrJ7Q,Armymuzeum,"687 03 Babice-Babice u Uherského Hradiště, Czechia",777 118 439,+420 777 118 439,http://www.armymuzeum.cz/,4.8,26,OPERATIONAL,"establishment, museum, point_of_interest",49.1248897,17.474758,military history club,czech_republic_20251111_120558,,
ChIJZazzR14AEkcRnH9XLg3Psas,stronghold Hurka,"17. listopadu 1938, 561 69 Králíky, Czechia",777 636 886,+420 777 636 886,http://www.tvrzhurka.cz/,4.7,2135,OPERATIONAL,"establishment, museum, park, point_of_interest, tourist_attraction",50.0883739,16.7695719,"vojenska historie, military history club",czech_republic_20251111_120558,False,Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: 9:00 AM – 4:00 PM | Friday: 9:00 AM – 4:00 PM | Saturday: 9:00 AM – 4:00 PM | Sunday: 9:00 AM – 4:00 PM
ChIJU3Nw7pSVC0cRQSUAhHCGjdI,GAME WORLD muzeum her Cibien's Corner,"Obchodní centrum Šestka, Fajtlova 1090 /1, 161 00 Praha 6, Czechia",608 071 084,+420 608 071 084,https://cibienscorner.cz/,4.7,560,OPERATIONAL,"establishment, museum, point_of_interest",50.0930516,14.2905908,military history club,czech_republic_20251111_120558,False,Monday: 1:00 – 7:00 PM | Tuesday: 1:00 – 7:00 PM | Wednesday: 1:00 – 7:00 PM | Thursday: 1:00 – 7:00 PM | Friday: 1:00 – 7:00 PM | Saturday: 10:00 AM – 7:00 PM | Sunday: 10:00 AM – 7:00 PM
ChIJ9XUPJ-XsC0cR7YbZxFM5Pb0,Stará Aerovka,"Hůlkova 896/31, 197 00 Praha-Kbely, Czechia",973 207 500,+420 973 207 500,https://www.vhu.cz/muzea/zakladni-informace-o-lm-kbely/,4.7,301,OPERATIONAL,"establishment, museum, point_of_interest",50.12932439999999,14.529315,military history club,czech_republic_20251111_120558,False,Monday: Closed | Tuesday: 10:00 AM – 5:30 PM | Wednesday: 10:00 AM – 5:30 PM | Thursday: 10:00 AM – 5:30 PM | Friday: 10:00 AM – 5:30 PM | Saturday: 10:00 AM – 5:30 PM | Sunday: 10:00 AM – 5:30 PM
ChIJKeTKgx2PbEcREd459bTPuw8,Vojenský historický ústav,"Krajná 27, 821 04 Bratislava-Ružinov, Slovakia",0960 319 020,+421 960 319 020,http://www.vhu.sk/,4.7,22,OPERATIONAL,"establishment, point_of_interest",48.1794101,17.1740577,military history club,czech_republic_20251111_120558,False,Monday: 8:00 AM – 3:00 PM | Tuesday: 8:00 AM – 3:00 PM | Wednesday: 8:00 AM – 3:00 PM | Thursday: 8:00 AM – 3:00 PM | Friday: 8:00 AM – 3:00 PM | Saturday: Closed | Sunday: Closed
ChIJ23DDTabJDkcRtCr6BbWiMpQ,"Muzeum lehkého opevnění Na Pomezí ""Bunkr CH2/248/A-120Z""","468 48 Kořenov-Příchovice, Czechia",737 376 238,+420 737 376 238,http://bunkrynapomezi.cz/,4.7,166,OPERATIONAL,"establishment, museum, point_of_interest",50.749657,15.3643705,vojenska historie,czech_republic_20251111_120558,False,Monday: Closed | Tuesday: 9:00 AM – 6:00 PM | Wednesday: 9:00 AM – 6:00 PM | Thursday: 9:00 AM – 6:00 PM | Friday: 9:00 AM – 6:00 PM | Saturday: 9:00 AM – 6:00 PM | Sunday: 9:00 AM – 5:00 PM
ChIJHaIjkh7tC0cRlSLJuVcVpiY,Praha-Kbely Airport,"Mladoboleslavská 300, 197 00 Kbely, Czechia",973 207 162,+420 973 207 162,,4.7,198,OPERATIONAL,"airport, establishment, point_of_interest",50.1223458,14.5415795,military history club,czech_republic_20251111_120558,,
ChIJickUn4rYPkcR_tnJGSFGXG4,Klub vojenskej histórie Svoboda,"Ruskov 80, 044 19 Ruskov, Slovakia",,,https://www.kvhsvoboda.sk/,4.7,7,OPERATIONAL,"establishment, point_of_interest",48.684008,21.432472,klub historii wojskowej ZSRR,czech_republic_20251111_120558,True,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours
ChIJxV2qf12UC0cRagx0aC36_T4,Staré Purkrabství,"Vyšehrad 161, 128 00 Praha 2, Czechia",222 513 842,+420 222 513 842,https://www.praha-vysehrad.cz/cs/program/stare-purkrabstvi,4.7,776,OPERATIONAL,"establishment, park, point_of_interest, tourist_attraction",50.0629844,14.4173952,historicka rekonstrukce,czech_republic_20251111_120558,,
ChIJp70N9VEHDEcRM7dlsPoZC00,Kozí hřbet - KVH VVP Milovice z.s.,"294 43 Všejany-Čachovice u Mladé Boleslavě, Czechia",,,,4.7,14,OPERATIONAL,"establishment, point_of_interest, tourist_attraction",50.2558938,14.9226803,klub vojenske historie,czech_republic_20251111_120558,,
ChIJizwgv5KUC0cR1AwUi8-lXys,The Cold War Museum,"Václavské nám. 45, Nové Město, 110 00 Praha-Praha 1, Czechia",737 054 252,+420 737 054 252,http://muzeum-studene-valky.cz/,4.7,532,OPERATIONAL,"establishment, museum, point_of_interest",50.081152,14.428538,"military history club, USSR history club",czech_republic_20251111_120558,False,Monday: 10:00 AM – 4:05 PM | Tuesday: 10:00 AM – 4:05 PM | Wednesday: 10:00 AM – 4:05 PM | Thursday: 10:00 AM – 4:05 PM | Friday: 10:00 AM – 4:05 PM | Saturday: 10:00 AM – 4:05 PM | Sunday: 10:00 AM – 4:05 PM
ChIJ1ZhccfgZ4kYRtApl2fjwwpw,Museum of Military Equipment in Mrągowo,"Przemysłowa 11C, 11-700 Mrągowo, Poland",509 761 456,+48 509 761 456,http://www.muzeum.mragowo.pl/,4.7,3788,OPERATIONAL,"establishment, museum, point_of_interest, tourist_attraction",53.8505911,21.2946717,"soviet military equipment, soviet military history",poland_20251111_120558,False,Monday: 8:00 AM – 4:00 PM | Tuesday: 8:00 AM – 4:00 PM | Wednesday: 8:00 AM – 4:00 PM | Thursday: 8:00 AM – 4:00 PM | Friday: 8:00 AM – 4:00 PM | Saturday: Closed | Sunday: Closed
ChIJ_SU1Pe1EBEcRkaA0fS5EMAQ,Muzeum Martyrologii Wielkopolan Fort VII Wielkopolskiego Muzeum Niepodległości,"Polska, 61-001 Poznań, Poland",61 848 31 38,+48 61 848 31 38,http://www.wmn.poznan.pl/kontakt/,4.7,1096,OPERATIONAL,"establishment, museum, point_of_interest, tourist_attraction",52.41687899999999,16.8687903,military history club,poland_20251111_120558,False,Monday: Closed | Tuesday: 10:00 AM – 4:00 PM | Wednesday: 10:00 AM – 4:00 PM | Thursday: 10:00 AM – 4:00 PM | Friday: 10:00 AM – 4:00 PM | Saturday: 10:00 AM – 4:00 PM | Sunday: 10:00 AM – 4:00 PM
ChIJdQY07ejMHkcR8X8OgmeltVw,FRONTOWIEC.COM - military,"Kacza 6/lok. D, 01-013 Warszawa, Poland",,,https://www.frontowiec.com/pl/,4.7,213,OPERATIONAL,"clothing_store, establishment, point_of_interest, store",52.2409653,20.9809583,"soviet military equipment, soviet uniforms",poland_20251111_120558,False,Monday: 12:00 – 6:00 PM | Tuesday: 10:00 AM – 6:00 PM | Wednesday: 10:00 AM – 6:00 PM | Thursday: 10:00 AM – 6:00 PM | Friday: 10:00 AM – 6:00 PM | Saturday: Closed | Sunday: Closed
ChIJMWRhOXhlDkcR_swd3XZWGrc,"Běloves fortress museum, infantry bunker Water","Kpt. Jaroše, 547 01 Náchod-Náchod 1, Czechia",731 886 069,+420 731 886 069,http://www.brezinka.cz/,4.7,317,OPERATIONAL,"establishment, museum, point_of_interest",50.42152240000001,16.1901645,vojenska historie,czech_republic_20251111_120558,False,Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: Closed | Friday: Closed | Saturday: 10:00 AM – 6:00 PM | Sunday: Closed
ChIJecBD2IfKG0cRUuRCaJ_AM9M,Museum of Independence Traditions in Łódź. Radogoszcz Martyrdom Branch,"Zgierska 147, 91-490 Łódź, Poland",42 620 05 89,+48 42 620 05 89,https://muzeumtradycji.pl/oddzial-martylologi-radogoszcz/,4.7,517,OPERATIONAL,"establishment, museum, point_of_interest, tourist_attraction",51.8096482,19.4388131,military history club,poland_20251111_120558,False,Monday: Closed | Tuesday: 10:00 AM – 5:00 PM | Wednesday: 10:00 AM – 5:00 PM | Thursday: 10:00 AM – 5:00 PM | Friday: 10:00 AM – 5:00 PM | Saturday: 10:00 AM – 4:00 PM | Sunday: 10:00 AM – 4:00 PM
