place_id,name,website,phone,address,processing_status
ChIJ_xGwdwB_nEYRt0WItsaWShc,Sotahistorian Perinnetila,https://playkontiolahti.fi/sotahistorian-perinnetila/,,"Jääkärintie 23, 80790 Kontiolahti, Finland",scraping_failed
ChIJ4ZNjMoZhLxMRmgW6UeoMVZk,Res Militares,https://www.resmilitares.com/,320 630 7918,"Via dei Falegnami, 3, 00186 Roma RM, Italy",scraping_failed
ChIJQUpmQPo1P0cRJ7-gQGOuACw,Vitéz Csupka Károly Hadimúzeum - Háromhuta,http://www.facebook.com/haromhutaihadimuzeum,06 30 604 9311,"Háromhuta, Kossuth út 22, 3936 Hungary",scraping_failed
ChIJyQ9OB7txeEgRGDP05H9eWew,Horncastle Korean War Memorial,https://www.iwm.org.uk/memorials/item/memorial/53991,,"Horncastle LN9 6DT, UK",scraping_failed
ChIJF8EyKGx82EcRrXsLNet-ZFI,"American Air Museum, Duxford",https://www.americanairmuseum.com/,01223 835000,"106 A505, Cambridge CB22 4RQ, UK",scraping_failed
ChIJSRkz5ZuP2UcRz6MnSwF73yU,Parham Airfield Museum,http://www.parhamairfieldmuseum.co.uk/,,"Parham, Woodbridge IP13 9AF, UK",scraping_failed
ChIJg35bZYVTp0cRDbfcYg_VlXM,Militaria-Richter - An- und Verkauf von militärhistorischen Antiquitäten,https://www.militaria-richter.de/,0162 4265012,"Turnerstraße 12, 09429 Wolkenstein, Germany",scraping_failed
ChIJ5ZZI3gz_e0cRHdzV8RU4sCM,"Military Historical Museum ""Vidotto""",http://www.museomilitarevidotto.it/,329 811 2505,"Via Roma Destra, 131, 30016 Jesolo VE, Italy",scraping_failed
ChIJCUwR4F7XZUcRbRonHZW32UA,Babushka Boutique,http://babushkaboutique.hr/,01 2061 394,"Vlaška ul. 7, 10000, Zagreb, Croatia",scraping_failed
ChIJ3-21DEKR1RIRZ-UilhnmysI,Museo Storico delle Aviotruppe - Esercito Italiano,https://www.esercito.difesa.it/storia/musei/Museo-Storico-delle-Aviotruppe,335 188 7186,"Caserma Gamerra, Via di Gello, 138, 56123 Pisa PI, Italy",scraping_failed
ChIJexRrZoXVZUcR6XlD8tR1C6U,Booster Army Shop,https://booster.hr/,01 2100 300,"Remetinečki gaj 27a, 10000, Zagreb, Croatia",scraping_failed
ChIJj4GJA1ONgUcRRAhZ-jVeJ10,MU.RE. Museo Recuperanti 1915-1918 Alto Garda Bresciano,https://www.facebook.com/muremuseorecuperanti/,351 599 9180,"Via Benamati, 95, 25088 Toscolano Maderno BS, Italy",scraping_failed
ChIJ7yuPlbCD7ocRS7DdG2AqXOY,Iowa Gold Star Military Museum,https://goldstarmuseum.iowa.gov/,(515) 252-4531,"7105 NW 70th Ave, Johnston, IA 50131, USA",scraping_failed
ChIJ5e2kow8IOxMRlpKNOFmtecM,Ardito Military Store,http://arditomilitarystore.it/,081 599 2831,"Via Generale Francesco Pignatelli, 53/55, 80141 Napoli NA, Italy",scraping_failed
ChIJ3eZJ3VaVgUcR9gjm2WHuB5o,Museo del XX secolo,http://www.facebook.com/museoxxsecolo,,"Via Parrocchiale, 37, 25015 Desenzano del Garda BS, Italy",scraping_failed
ChIJp0iHRkbLcEgRYwzWGXsNUyU,The Museum of The Queen’s Royal Hussars,https://qrhmuseum.com/,01926 506226,"Trinity Mews, Priory Rd, Warwick CV34 4NA, UK",scraping_failed
ChIJc-9UAzpw5kcRQWtlauFhI0M,Le Poilu,http://lepoilu-paris.com,01 43 06 77 32,"18 Rue Emile Duclaux, 75015 Paris, France",scraping_failed
ChIJ5xZPZqLXkUcR0ii5e4QneHM,Ryser's Liquidations-Shop,https://www.liquidations-shop.ch/,078 626 20 74,"Mühlefeldstrasse 55, 4702 Oensingen, Switzerland",scraping_failed
ChIJbYFcPO_PlUcRFbamn-SR1PM,Sammlerwelt-ASK,https://sammlerweltask.de/,06842 7080632,"Annastraße 1, 66440 Blieskastel, Germany",scraping_failed
ChIJsQeVHgDrCEcRNa5idi-VHi4,Militärhistorisches Museum Neusorge,https://www.militärhistorischesmuseumneusorge.de/,,"Dorfstraße 47, 02929 Rothenburg/Oberlausitz, Germany",scraping_failed
ChIJqdy6cWbcnIgRWtZA-eGp__E,African American Military History Museum,http://www.hattiesburguso.com/,(601) 450-1942,"305 E 6th St, Hattiesburg, MS 39401, USA",scraping_failed
ChIJRYlUYDfNoUcRZnoMrEvJFpI,Reed Museum,https://history.army.mil/museums/fieldMuseums/reedMuseum/index.html,09662 835700,"92249, Südlager, 92249 Vilseck, Germany",scraping_failed
ChIJdc1j-Rj2dUgR5JFneJEbg1o,D & B Militaria,http://www.dandbmilitaria.com/,01342 837766,"Unit 51B, Hobbs Ind. Est, Felbridge, Lingfield RH7 6HN, UK",scraping_failed
ChIJaUZIKrH_FEcRuEnpKGrX3js,Aero Múzeum,https://www.facebook.com/AeromuzeumMartin,0905 802 314,"32, Tomčany 931, 036 01 Martin, Slovakia",scraping_failed
ChIJ9wL9Fe4oQg0RLFlCfdsjN-k,CESEDEN,https://www.defensa.gob.es/ceseden,913 48 25 00,"P.º de la Castellana, 61, Chamberí, 28046 Madrid, Spain",scraping_failed
ChIJ2THVzDxllUcREV37k93qWVM,Westwallmuseum Konz,http://westwallmuseum-konz.de/,0178 8817014,"Granastraße 25, 54329 Konz, Germany",scraping_failed
ChIJK81-nB_cQUcRoIRMnh20qOU,Hadtörténeti Könyvtár,http://hadtortenetikonyvtar.hu/,(06 1) 212 4430,"Budapest, Verseny u. 12, 1076 Hungary",scraping_failed
ChIJ3TtCdA2LTkcRw5Fu_OjPbxc,Muzeul Trenulețelor Valentin Banciu,https://muzeulvalentinbanciu.ro/,0723 380 644,"Strada Maior Stângă Mircea Ioan, Hunedoara 331141, Romania",scraping_failed
ChIJ1SeA7ttPd0gR4ubHSrwGf8M,Grant WW2 Museum,http://grantww2museum.com/,07944 853177,"6 Hoylake Cl, Nuneaton CV11 6NJ, UK",scraping_failed
ChIJOfVveWYPSUcR0zR2VET_-u8,Muzeon - Jewish History Museum,https://www.muzeon.ro/,0364 100 472,"Strada Virgil Fulicea 3, Cluj-Napoca 400022, Romania",scraping_failed
ChIJaVg_DHWFdUgRbwi4QTj3YFA,Source Military The Bunker,https://www.facebook.com/share/16p9ZhRS3U/,07980 065812,"74 Trafalgar St, Brighton and Hove, Brighton BN1 4EB, UK",scraping_failed
ChIJ1UW50uGH4UYRKZgaTLjjVjU,Sklep Militarny,https://www.facebook.com/163973477553151/,502 522 084,"Kolejowa 1, 11-500 Giżycko, Poland",scraping_failed
ChIJHdUJjjdbBEcRJQplGCOlx3I,Artykuły Militarne i Myśliwskie Camouflage - buty i mundury,http://facebook.com/camouflage.poznan,606 665 821,"27 Grudnia 7, 61-737 Poznań, Poland",scraping_failed
ChIJE74QTj_ZqUcR-3F1aLie2jg,Muzeum Pamiątek 1. Armii Wojska Polskiego oraz Dziejów Ziemi Mieszkowickiej - Stare Łysogórki,https://www.facebook.com/Muzeum-Pami%C4%85tek-1-Armii-WP-w-Gozdowicach-i-Starych-%C5%81ysog%C3%B3rkach-295570943947361/?ref=bookmarks,91 414 52 10,"Stare Łysogórki 1, 74-505, Poland",scraping_failed
ChIJ6YordKIG_UYRDi3BdpNLVSk,Coastal Defense Museum,http://helmuzeum.pl/,697 888 583,"Helska 16, 84-150 Hel, Poland",scraping_failed
ChIJ6Vq1SWDtE0cRVRmLVobfdjw,Tatra technical museum Kopřivnice,http://wwww.muzeumtatra.cz/,732 757 071,"Záhumenní 367/1, 742 21 Kopřivnice-Kopřivnice 1, Czechia",scraping_failed
ChIJR3oMDPpWIkcRfnj-IHZXrV4,State Museum at Majdanek,http://www.majdanek.eu/,81 710 28 21,"Droga Męczenników Majdanka 67, 20-325 Lublin, Poland",scraping_failed
ChIJyyBbFTliB0cRikTZr0zDnZo,Muzeum Pamiątek Wojsk Inżynieryjnych w Gozdowicach,https://www.facebook.com/Muzeum-Pami%C4%85tek-1-Armii-WP-w-Gozdowicach-i-Starych-%C5%81ysog%C3%B3rkach-295570943947361/,91 414 52 10,"Gozdowice 19, Poland",scraping_failed
ChIJb-Tx7mI1GUcRssMjChyPyGc,Militarniak,http://www.militarniak.pl/,608 416 388,"Aleja Wojska Polskiego 19, 05-800 Pruszków, Poland",scraping_failed
ChIJtSb9FvqzAUcRIsMOf2Mo1K8,logo Cold War Museum Podborsko 3001,http://www.muzeum.kolobrzeg.pl/pl/muzeum/muzeum-zimnej-wojny/,517 811 016,"78-220 Podborsko, Poland",scraping_failed
ChIJg1h3jd0qQg0RGHL3l_Mmbno,MUMA. Museum of Tanks,https://ejercito.defensa.gob.es/unidades/Madrid/muma/index.html,916 59 95 85,"Unnamed Road, 28049, Fuencarral-El Pardo, 28049 Madrid, Spain",scraping_failed
ChIJSYiPZ0VxZUcRCSVgnBbNwJI,Knežji dvorec,https://www.pokmuz-ce.si/sl/home/razstavisca/,(03) 428 09 40,"Trg celjskih knezov 8, 3000 Celje, Slovenia",scraping_failed
ChIJ2RoF--2LNg0RXSVYvQwwvks,Museo Histórico Militar de Asturias,https://www.facebook.com/share/LQoirNUSKxEot3Mw/,670 33 31 11,"33429 Colloto, Asturias, Spain",scraping_failed
ChIJzcXHlWL7ykARAi3FVTwKmdo,Mihail Kogalniceanu Museum,https://palatulculturii.ro/muzeul-mihail-kogalniceanu/,0232 258 422,"Strada Mihail Kogălniceanu nr. 11, Iași 700454, Romania",scraping_failed
ChIJp-nRYOYjx0cR5CzvbB5blI0,HomeComputerMuseum,https://www.homecomputermuseum.nl/,0492 747 474,"Noord Koninginnewal 28, 5701 KR Helmond, Netherlands",scraping_failed
ChIJBZHKUfuAQQ0RTkw0sPdB_s8,Sala Histórica de la Guardia Real,https://www.defensa.gob.es/guardiareal/Menu/Historia/sala/visita/,917 31 71 78,"P.º de El Pardo, 43, El Pardo, 28048 Madrid, Spain",scraping_failed
ChIJay59r6S5jkcRgC8z-MHALFE,Fort d'Evionnaz,http://www.proforteresse.com/,078 691 15 21,"Ledarray, 1902 Evionnaz, Switzerland",scraping_failed
ChIJKbuJULqKJRMR54U4RUG-iUU,Clothing & Militaria Silvio Montani Rome,http://www.softairmontani.it/,06 8953 1032,"Via Giovanni Angelini, 59, 00149 Roma RM, Italy",scraping_failed
ChIJEY_SNE9pzRIRsVa5PmNCees,Al Cappello Alpino,https://www.alcappelloalpino.com/,0171 693741,"Corso Annibale Santorre di Santarosa, 27, 12100 Cuneo CN, Italy",scraping_failed
ChIJdTpG5rKoe0cRACHy4F8UDkQ,Romans Langobardorum,http://www.invictilupi.org/,,"V. Aquileia, 34076 Romans d'Isonzo GO, Italy",scraping_failed
ChIJA_VAHZBOLxMRHf5vCxS9dSI,Italian Air Force Museum,https://www.aeronautica.difesa.it/home/storia-e-tradizione/museo-storico/,06 9988 7519,"Via Circumlacuale, 00062 Vigna di Valle RM, Italy",scraping_failed
ChIJGXhU3mMdaUcRICsA70sRLuc,Vadászati és Modellvasút Múzeum,https://festeticskastely.hu/,(06 83) 312 191,"Keszthely, Pál u. 1, 8360 Hungary",scraping_failed
ChIJg8kDuGxXbQ0RR_ell6rx41c,Colección Museográfica de Arte e Historia de Gilena,http://www.gilena.es/,954 49 23 03,"Prolongación Calle Nueva, s/n. Ecomuseo/Arqueodromo ""Molino de La Casería"" 41565, 41565, Sevilla, Spain",scraping_failed
ChIJkd8d2v7EmUcRlEv7v_H0ZsE,Mercedes-Benz Museum,https://www.mercedes-benz.com/museum,0711 1730000,"Mercedesstraße 100, 70372 Stuttgart, Germany",scraping_failed
ChIJqUkHmIlXrlQRPEPO6kXOLAE,Idaho Military History Museum,https://museum.mil.idaho.gov/,(208) 272-4841,"4692 W Harvard St, Boise, ID 83705, USA",scraping_failed
ChIJmTFrJeoT4UcRtaCUaYVb8qU,Dan Military Surplus,https://www.dan-military.fr/,02 32 34 24 19,"38 D613, 27110 Sainte-Colombe-la-Commanderie, France",scraping_failed
ChIJ1fT5OP3WZUcR1pXl9TYeyJo,Take Me Home - Croatian Design Shop -,http://www.takemehome.hr/,01 7987 632,"Ul. Josipa Eugena Tomića 4, 10000, Zagreb, Croatia",scraping_failed
ChIJEz_Ahv82Yg0RxKikEt8rLGU,Armycop,http://www.armycop.es/,965 25 03 43,"C. Teulada, 20, 03009 Alicante (Alacant), Alicante, Spain",scraping_failed
ChIJKzgEicrwckgRaFNKp3EXRD0,"D-Day Centre & WW2 Museum - Portland, Dorset",https://ddaycentre.com/?utm_source=Google&utm_medium=Organic&utm_campaign=GMB,01305 443444,"Admiralty Buildings, Castletown, Portland DT5 1BD, UK",scraping_failed
ChIJKRMo53Kne0cR1fPcxA3w218,Museo del Sacrario militare di Redipuglia,https://cultura.gov.it/luogo/museo-del-sacrario-militare-di-redipuglia,,"Via del Carso, Via III° Armata, 27, 34070 Fogliano Redipuglia GO, Italy",scraping_failed
ChIJGd_bxu9eeUgRmyPTvGRpO1o,The History Bunker Ltd,http://www.thehistorybunker.co.uk/,0113 220 5881,"263a Whitehall Rd, Leeds LS12 6ER, UK",scraping_failed
ChIJ4d71pyLfQUcRsv8FnvKmLh8,Hungarian Money Museum & Visitor Center,http://www.penzmuzeum.hu/,(06 1) 234 4694,"Budapest, Krisztina krt. 6, 1122 Hungary",scraping_failed
ChIJN4tMjcCwRxMR5WYepl-ZTjQ,NV 85 Store,https://www.ebay.it/str/nv85store,345 123 2000,"V. Giacomo Leopardi, 54, 70017 Putignano BA, Italy",scraping_failed
ChIJMVeIfPyJc0gRpdNX6MVVL0o,The Supply Sgt.,https://www.facebook.com/supply.sgt/,023 8178 1324,"43 Rumbridge St, Totton, Southampton SO40 9DR, UK",scraping_failed
ChIJvbgmRLwPdEgRCawfODynRcA,The Royal Logistic Corps Museum,https://rlcmuseum.com/,01962 887793,"Connaught Rd, Worthy Down, Kings Worthy, Winchester SO21 2RG, UK",scraping_failed
ChIJt77maJ6FqkARMEedSffFXM0,Balkan Heritage Foundation & Field School,http://www.bhfieldschool.org/,098 825 0901,"Sofia Center, ul. ""Tulovo"" 7, 1504 Sofia, Bulgaria",scraping_failed
ChIJG5Qwtitu5kcR2CNEsYy9cdA,Musée d'Orsay,https://www.musee-orsay.fr/fr,01 40 49 48 14,"Esplanade Valéry Giscard d'Estaing, 75007 Paris, France",scraping_failed
ChIJQblBhZ8t30cRoBHg8Hzxmq4,Military Odyssey,https://www.militaryodyssey.com/,0330 124 8060,"The Kent Show Ground, Maidstone ME14 3JF, UK",scraping_failed
ChIJFyQPhw3cQUcR4NY8YsN-GqA,Kresz Géza Ambulance Service Museum Budapest,https://www.mentok.hu/mentomuzeum/,(06 1) 374 4008,"Budapest, Markó u. 22, 1055 Hungary",scraping_failed
ChIJWbhafQVpqEARHGHfr4LYFuA,Samara Flag Monument,https://starazagora.love/bg/century-trip/monuments/the-defenders-of-stara-zagora/,,"Branitelite Na Zagorka, ul. ""Victor Yugo"" 26, 6009 Stara Zagora, Bulgaria",scraping_failed
ChIJyehowcVRqEcR6mhLU-A61CE,Antiques & Collectibles Alexandre Paretski,http://www.paretski.com/,030 21234262,"Mariendorfer Damm 433, 12107 Berlin, Germany",scraping_failed
ChIJecBD2IfKG0cRUuRCaJ_AM9M,Museum of Independence Traditions in Łódź. Radogoszcz Martyrdom Branch,https://muzeumtradycji.pl/oddzial-martylologi-radogoszcz/,42 620 05 89,"Zgierska 147, 91-490 Łódź, Poland",scraping_failed
ChIJue0cPjrRZUcRkEros-dclfc,AIRSOF Alpha Army Shop,http://airsoft.hr/,095 351 1757,"Slavenskoga ul. 1, 10000, Zagreb, Croatia",scraping_failed
ChIJB9OTMDIbdkgRp0JWbQGZsS8,The British Museum,https://www.britishmuseum.org/,020 7323 8000,"Great Russell St, London WC1B 3DG, UK",scraping_failed
ChIJq1II9KzvtYkRzv3HAuCtf1w,Korean War Memorial,http://www.winchesterva.gov/parks/memorials,(540) 662-4946,"1001 Maple Dr, Winchester, VA 22601, USA",scraping_failed
ChIJw7ckbB6VC0cRnyUSr4g8zyo,Prague Castle,https://www.hrad.cz/,224 372 423,"119 08 Prague 1, Czechia",scraping_failed
ChIJ_dOkUu802EcRiZ4BVhYxV_o,Dad's Army Museum Thetford,http://dadsarmythetford.org.uk/,07470 165795,"Cage Ln, Thetford IP24 2DS, UK",scraping_failed
ChIJ5Sbc0537ykARA6AkbssRP3w,Palace of Culture,https://palatulculturii.ro/,0232 275 979,"Bulevardul Ștefan cel Mare și Sfânt 1, Iași 700028, Romania",scraping_failed
ChIJ7YlS85cG_UYRh9NQoX1N8SI,"Museum of Coastal Defense, Fire Control Tower",http://www.helmuzeum.pl/,697 888 537,"Helska 16, 84-150 Hel, Poland",scraping_failed
ChIJjVSrXp5z_UYRZjBYZZ9nbe0,Muzeum Bursztynu. Oddział Muzeum Gdańska,https://muzeumgdansk.pl/wizyta-w-muzeum-gdanska/oddzialy/,58 573 31 28,"Wielkie Młyny 16, 80-849 Gdańsk, Poland",scraping_failed
ChIJqRWQvWqQlUcRxaycsR-9LEc,Hillfort of Otzenhausen,http://www.keltenring-otzenhausen.de,06873 66019,"Trierer Str. 5, 66620 Nonnweiler, Germany",scraping_failed
ChIJSXAWM2UpEUcRAAiS3U4uZFc,Muzeum Techniki Militarnej w Zbrosławicach,https://www.facebook.com/muzeumtechnikimilitarnejTG/,731 201 555,"Piaskowa, 42-674 Zbrosławice, Poland",scraping_failed
ChIJvVVCq7ZzBEcRIfZy_3bsaUU,Wystawa pojazdów militarnych,https://www.facebook.com/Wystawa-pojazd%C3%B3w-militarnych-sprz%C4%99tu-wojskowego-i-uzbrojenia-187343374637182/,502 058 660,"Gościejewo, Poland",scraping_failed
ChIJ3XrDztMTA0cRsvrsvFdeKko,Militaria.pl,https://militaria.pl/,52 391 52 01,"Dworcowa 43, 85-009 Bydgoszcz, Poland",scraping_failed
ChIJ5ddWfXTvBkcRH9JEVtFm_m4,Anhol Militaria,https://sklep.militariaanhol.pl/pl/,696 483 561,"Rzeźnicka 1, 66-440 Skwierzyna, Poland",scraping_failed
ChIJNz6hr3f8H0cRS5Dq6J2bp2g,Specgear,https://specgear.com.pl/,571 850 978,"Hetmańska 36, 15-727 Białystok, Poland",scraping_failed
ChIJ__-znT__sUAR0dylTgoXA00,The Little Paris Museum | Bucharest,https://www.facebook.com/muzeulmiculparisbucuresti,0726 694 005,"Strada Lipscani nr 41, București 030167, Romania",scraping_failed
ChIJz_nScyRlv0cRAsDHyOCaSf0,1944 Hürtgen Forest Museum,https://www.museum-huertgenwald.de/,02429 902613,"Pfarrer-Dickmann-Straße 23, 52393 Hürtgenwald, Germany",scraping_failed
ChIJnz_2hfKxsGoRYqyDNqC85Dc,National Military Vehicle Museum,http://www.military-vehicle-museum.org.au/,(08) 8285 3011,"10 Sturton Rd, Edinburgh SA 5111, Australia",scraping_failed
ChIJYf4wZkrdekgRunC7pk4G95c,Cheshire Military Museum,https://cheshiremilitarymuseum.org.uk/,01244 327617,"Colvin House, Grosvenor St, Chester CH1 2DN, UK",scraping_failed
ChIJ53DRz08DdkgRrg8CSNPPXws,HMS Belfast,https://www.iwm.org.uk/visits/hms-belfast,020 7940 6300,"The Queen's Walk, London SE1 2JH, UK",scraping_failed
ChIJbTxm-_AJxkcRnMyjkPTNVnk,Bookstore Martyrium,https://athenaeumscheltema.nl/martyrium,020 673 2092,"Van Baerlestraat 170-172, 1071 BH Amsterdam, Netherlands",scraping_failed
ChIJIxfPtLkJxkcRHGR67Fpd2fs,Leger des Heils Museum,http://www.majoorbosshardthuis.nl/,020 522 1075,"Oudezijds Armsteeg 19, 1012 GP Amsterdam, Netherlands",scraping_failed
ChIJUw3dofDJWEcRHAX6n3uoXAE,Ratni muzej - War Museum 1992 Sarajevo,https://warmuseumsarajevo1992.com/,,"Franjevačka 38, Sarajevo 71000, Bosnia and Herzegovina",scraping_failed
ChIJw2GvHjxHcEgRTZfbGSLY34U,War & Son Medals & Military Antiques,http://www.warandson.co.uk/,01568 616414,"11 Broad St, Leominster HR6 8BT, UK",scraping_failed
ChIJYdVUTQhDSxMRg6PCsMcCHb4,Museum Of War And Genocide Victims,https://www.facebook.com/profile.php?id=100064076110891,061 462 898,"Mostar 88000, Bosnia and Herzegovina",scraping_failed
ChIJGX7WEHwqNUcRpHWQYJWmUTw,Muzeul Viei Şi VINULUI,https://palatulculturii.ro/muzeul-viei-si-vinului-din-harlau/,0232 720 866,"Strada Logofăt Tautu nr. 7, Hârlău 705100, Romania",scraping_failed
ChIJtXoVwmL7ykAR-8WWeoOmrhA,Poni - Cernatescu Museum,http://palatulculturii.ro/muzeul-poni-cernatescu,0232 267 759,"Strada Mihail Kogălniceanu nr. 7B, Iași 700454, Romania",scraping_failed
ChIJW6iFlFJ2jEYR6vuLItkv8Ko,SA-Int National Defense Museum,https://www.facebook.com/maanpuolustusmuseo/,041 5445405,"Vinkkiläntie 5, 23200 Vehmaa, Finland",scraping_failed
ChIJc_X_WpWRKxMRSkGwr4T6BYE,Museo Quelli della Karin,https://www.facebook.com/museoquellidellakarin/,366 407 2766,"Via Roma, 8, 52010 Subbiano AR, Italy",scraping_failed
ChIJb9ijyEXaFEcRX3yHGPW3wLI,Technické Moto múzeum,https://www.facebook.com/people/Technick%C3%A9-MOTO-m%C3%BAzeum/100052455499007/,0911 359 707,"Priemyselná 1572/1, 972 71 Nováky, Slovakia",scraping_failed
ChIJZfxjUzxIZ0gRdrvAfbdLM5k,Irish Military War Museum,https://irishmilitarywarmuseum.com/,(041) 981 9501,"Starinagh, Collon, Co. Meath, A92 V4K7, Ireland",scraping_failed
ChIJhxZi2v1wZUcRdqf0vsnM3nQ,Regional Museum of Celje,http://www.pokmuz-ce.si/,(03) 428 09 50,"Trg celjskih knezov, 3000 Celje, Slovenia",scraping_failed
ChIJuwS8RvYRkEcRsFRe1F8TdU0,WUMS Mittelalter-Spektakel,https://www.wums.ch/infos/mittelaltermarkt/,,"Alte Hilfikerstrasse, 5613 Sarmenstorf, Switzerland",scraping_failed
ChIJrX8P_y4ujEcR38Z1c_FNPQo,Doushka,https://www.doushka.ch/,021 558 86 50,"Rue Jean-Louis Galliard 2, 1004 Lausanne, Switzerland",scraping_failed
ChIJbdQ6tV9_kEcRGU0BL1WfkYk,IWC Schaffhausen Museum,https://www.iwc.com/en/company/museum.html?y_source=1_ODE5MDY2NC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,052 235 75 65,"Baumgartenstrasse 15, 8201 Schaffhausen, Switzerland",scraping_failed
ChIJnwZRhV2sQ0cRhFU2QbL_9Pk,Pintér Művek Haditechnikai Park,https://www.facebook.com/haditechnikaiparkkecel,06 30 826 5240,"Kecel, Rákóczi Ferenc u. 177, 6237 Hungary",scraping_failed
ChIJtV61Ct7XZUcRyC-0_80qmv8,Alpha Army Shop,http://www.alphaarmyshop.hr/,01 2365 722,"Maksimirska Cesta 284, 10000, Zagreb, Croatia",scraping_failed
ChIJMXSot7tIYA0RwDMjqTNrL7M,Museo Histórico Militar,https://ejercito.defensa.gob.es/unidades/Madrid/ihycm/Museos/valencia.html,961 96 62 15,"Carrer del General Gil Dolz, 6, El Pla del Real, 46010 València, Valencia, Spain",scraping_failed
ChIJ1daEX3_LQQwRs_s6x8i4fzU,Historical Military Museum of the Canary Islands,https://ejercito.defensa.gob.es/unidades/Madrid/ihycm/Museos/canarias.html,922 29 85 57,"C. San Isidro, 2, 38001 Santa Cruz de Tenerife, Spain",scraping_failed
ChIJi6o2DUEpQg0RKtW2pqAlrcw,Civil Guard Museum,http://www.guardiacivil.es/es/institucional/Conocenos/museoguacivil/index.html,915 66 17 66,"C. de Guzmán el Bueno, 110, Chamberí, 28003 Madrid, Spain",scraping_failed
ChIJHxY5ziDTE0cR2cnQv2NYZPA,Vojensko-historické muzeum Deštné z.s.,https://m.facebook.com/100075580974778/,731 154 139,"Deštné, 747 55 Jakartovice-Litultovice, Czechia",scraping_failed
ChIJl58XdeExDUcRB4cuzrY-VZU,Letecké muzeum Viléma Götha,https://www.facebook.com/LeteckeMuzeumVG,608 873 114,"Palackého nám. 58/I, 380 01 Dačice, Czechia",scraping_failed
ChIJ_7W36h-JQQ0R8HbLY-F5M3A,Museum of Aeronautics and Astronautics,https://ejercitodelaire.defensa.gob.es/EA/museodelaire/index.html,915 09 16 90,"Autovía del Suroeste, km 10, Latina, 28024 Madrid, Spain",scraping_failed
