"﻿""title""",totalScore,reviewsCount,street,city,state,countryCode,website,phone,categoryName,url,ai_result,processing_cost,model_used,processed_at
C&K Lawn Mowing and landscaping,5.0,1,17392 Weatherby Ln,Canyon,Texas,US,https://cklawnl.wixsite.com/cklawnmowingandlands,(806) 647-7046,Lawn care service,https://www.google.com/maps/search/?api=1&query=C%26K%20Lawn%20Mowing%20and%20landscaping&query_place_id=ChIJExLNbNNdAYcR43_UrcIiPh8,"Hey, saw gabe's heating — love that you're keeping homes cozy in winter. It's nice to see a local company focused on quality and affordability. Figured I'd reach out.",0.0001413,gpt-4o-mini-2024-07-18,2025-11-08T13:43:03.048212
Voltage Tree & Lawn,5.0,165,2315 Buchanan St,Wichita Falls,Texas,US,https://voltagetreelawn.com/,(940) 642-1786,Lawn care service,https://www.google.com/maps/search/?api=1&query=Voltage%20Tree%20%26%20Lawn&query_place_id=ChIJ_eypS3ohU4YRH-6OdFiBukE,"Hey, saw gabe's heating — love how you keep things cozy in winter. It’s nice to see a local business focused on quality and affordability. Thought I'd share something with you.",0.0001425,gpt-4o-mini-2024-07-18,2025-11-08T13:43:04.513089
Elite Lawn Care Amarillo,4.8,62,5344 Capulin Ln,Amarillo,Texas,US,http://www.elitelcamarillo.com/,(806) 676-1945,Landscaper,https://www.google.com/maps/search/?api=1&query=Elite%20Lawn%20Care%20Amarillo&query_place_id=ChIJ46uxhHC15G4RI3k3wIu6KIE,"Hey, saw gabe's heating — love that you keep homes cozy in winter. It’s nice to see a local business focused on quality and comfort. Figured I'd reach out.",0.00014189999999999998,gpt-4o-mini-2024-07-18,2025-11-08T13:43:05.961657
Greenwood Landscaping,4.8,35,3140 9th St,Wichita Falls,Texas,US,https://www.greenwoodlandscaping.net/,(940) 636-9569,Landscaper,https://www.google.com/maps/search/?api=1&query=Greenwood%20Landscaping&query_place_id=ChIJLX5DWgAhU4YRVBc6O4G1HbM,"Hey, saw gabe's heating — love that you're keeping folks cozy in the winter chill. It’s not easy finding reliable help these days. Figured I'd reach out.",0.0001407,gpt-4o-mini-2024-07-18,2025-11-08T13:43:07.350883
Lucas VIP Lawn Care LLC,5.0,5,6939 Quail Ridge Rd,Wichita Falls,Texas,US,https://lucasviplawncare.com/,(940) 704-7115,Lawn care service,https://www.google.com/maps/search/?api=1&query=Lucas%20VIP%20Lawn%20Care%20LLC&query_place_id=ChIJi28bdJ98tgQRcfTyGOFaPWo,"Hey, saw gabe's heating — love that you're keeping homes cozy in winter. It's not easy finding reliable service these days. Figured I'd reach out.",0.0001389,gpt-4o-mini-2024-07-18,2025-11-08T13:43:08.776186
All-Pro Mowing and Landscaping,5.0,23,7511 W McCormick Rd,Amarillo,Texas,US,http://allpromow.com/,(806) 910-6566,Landscaper,https://www.google.com/maps/search/?api=1&query=All-Pro%20Mowing%20and%20Landscaping&query_place_id=ChIJy1EsgqpDAYcR2Ihli02U9C8,"Hey, saw greenway — love that you’re all about keeping landscapes vibrant in Portland. With the rain lately, I bet you’ve got your hands full. Figured I'd reach out.",0.0001431,gpt-4o-mini-2024-07-18,2025-11-08T13:43:09.994014
Gene James Air Conditioning & Heating,4.6,8,108 W Cash St,Iowa Park,Texas,US,https://airconditioningwf.com/,(940) 592-9333,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Gene%20James%20Air%20Conditioning%20%26%20Heating&query_place_id=ChIJJYyRH087U4YRmfUJQqm_gXk,"Hey, saw gabe's heating — love that you're keeping homes cozy in winter. It’s tough to find reliable folks who really care about comfort. Figured I'd reach out.",0.0001413,gpt-4o-mini-2024-07-18,2025-11-08T13:43:11.641522
Coffee Landscape and Design LLC,4.8,45,7765 Longoria Rd #400,Amarillo,Texas,US,http://www.coffeelandscapedesign.com/,(806) 656-1296,Landscape designer,https://www.google.com/maps/search/?api=1&query=Coffee%20Landscape%20and%20Design%20LLC&query_place_id=ChIJcQUTe89dAYcRiS5e5JncALg,"Hey, saw gabe's heating — love that you keep things cozy in the winter. It’s not easy finding reliable help when the temps drop. Figured I'd reach out.",0.0001413,gpt-4o-mini-2024-07-18,2025-11-08T13:43:13.151896
Wichita Valley Landscape,4.7,60,5314 Southwest Pkwy,Wichita Falls,Texas,US,https://www.wv-landscape.com/,(940) 696-3082,Landscaper,https://www.google.com/maps/search/?api=1&query=Wichita%20Valley%20Landscape&query_place_id=ChIJz0qmQAEiU4YRVTaWfa1laBc,"Hey, saw gabe's heating — love that you keep things cozy in winter. It’s nice to see a local business focused on affordable comfort. Figured I'd reach out.",0.0001413,gpt-4o-mini-2024-07-18,2025-11-08T13:43:15.256049
Flatland Roofing & Insulation,5.0,43,706 Elm St,Hartley,Texas,US,https://flatlandroofinginsulation.com/?utm_source=gbp,(806) 606-6794,Insulation contractor,https://www.google.com/maps/search/?api=1&query=Flatland%20Roofing%20%26%20Insulation&query_place_id=ChIJPz4Kibk1BIcR29UlEl6eKn0,"Hey, saw gabe's heating — love that you keep things cozy in the winter. It’s nice to see a local business focused on quality and affordability. Figured I'd reach out.",0.0001425,gpt-4o-mini-2024-07-18,2025-11-08T13:43:16.650237
Toot'n Totum Car Care Center (Dalhart),4.2,72,410 Liberal St,Dalhart,Texas,US,https://www.tootntotum.com/carcare,(806) 244-0707,Auto repair shop,https://www.google.com/maps/search/?api=1&query=Toot'n%20Totum%20Car%20Care%20Center%20(Dalhart)&query_place_id=ChIJlyuRYs-2BYcRQI0LMFKctxE,"Hey, saw gabe's heating — love that you're keeping homes cozy in winter. It’s tough finding reliable help these days. Figured I'd reach out.",0.0001389,gpt-4o-mini-2024-07-18,2025-11-08T13:43:17.818019
Juan’s landscaping and Irrigation,4.3,12,2214 Holliday Rd,Wichita Falls,Texas,US,http://www.juanslandirco.com/,(940) 631-6069,Landscaper,https://www.google.com/maps/search/?api=1&query=Juan%E2%80%99s%20landscaping%20and%20Irrigation&query_place_id=ChIJqaUan8YhU4YR4gHFAf837yA,"Hey, saw gabe's heating — love that you keep things cozy in the winter. It’s nice to see a local business focused on affordable comfort. Figured I'd reach out.",0.00014189999999999998,gpt-4o-mini-2024-07-18,2025-11-08T13:43:19.027998
Absolute Lawn Care,3.6,56,13490 FM 2590,Amarillo,Texas,US,http://www.absolutelawncareonline.com/,(806) 676-5199,Lawn care service,https://www.google.com/maps/search/?api=1&query=Absolute%20Lawn%20Care&query_place_id=ChIJy8RJF05FAYcRGrcJR4gpJeY,"Hey, came across gabe's heating — love that you're keeping homes cozy in the chilly months. It's nice to see someone focused on quality without breaking the bank. Figured I'd reach out.",0.0001431,gpt-4o-mini-2024-07-18,2025-11-08T13:43:20.489789
Allen Lawn Care,4.8,23,,,,,http://www.lawncare806.com/,(806) 679-8516,Lawn care service,https://www.google.com/maps/search/?api=1&query=Allen%20Lawn%20Care&query_place_id=ChIJs5CzyF5DAYcRanTxmhScT9c,"Hey, saw gabe's heating — love that you're keeping homes cozy in winter. It’s nice to see a local business focused on quality service. Figured I'd reach out.",0.0001413,gpt-4o-mini-2024-07-18,2025-11-08T13:43:22.281561
Custom Gardens,4.8,21,925 E Loop 335 S,Amarillo,Texas,US,http://www.customgardensamarillo.com/,(806) 354-9693,Landscape architect,https://www.google.com/maps/search/?api=1&query=Custom%20Gardens&query_place_id=ChIJlx50KrJFAYcR4WFZK4MxIpE,"Hey, saw gabe's heating — love that you're keeping homes cozy in winter. It's not easy finding reliable help, especially with the cold creeping in. Figured I'd reach out.",0.00014189999999999998,gpt-4o-mini-2024-07-18,2025-11-08T13:43:23.734665
Tactical Heating & Air,4.9,50,2405 SW 6th Ave,Amarillo,Texas,US,https://tacticalheatingandair.com/?utm_source=GBP&utm_medium=IGNITE&utm_campaign=LSEO&utm_id=Tactical,(806) 576-9259,Air conditioning repair service,https://www.google.com/maps/search/?api=1&query=Tactical%20Heating%20%26%20Air&query_place_id=ChIJ0U9pI-46DyMR3oHo9R60BvA,"Hey, saw gabe's heating — love that you keep things cozy in winter. It's great to see a local business focused on quality service. Figured I'd reach out.",0.0001407,gpt-4o-mini-2024-07-18,2025-11-08T13:43:24.930400
Fort Worth Air Conditioning Co. Inc.,4.9,448,9105 White Settlement Rd,Fort Worth,Texas,US,https://fortworth-air.com/,(817) 367-6000,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Fort%20Worth%20Air%20Conditioning%20Co.%20Inc.&query_place_id=ChIJ0448j4QMToYRPa-ngQizuzA,"Hey, saw gabe's heating — love how you keep homes cozy in the winter. It’s nice to see a local business focusing on quality and affordability. Figured I'd reach out.",0.0001425,gpt-4o-mini-2024-07-18,2025-11-08T13:43:30.912222
Orgrow Lawn Care,4.6,14,901 S Madison St,Amarillo,Texas,US,http://www.orgrowlawncare.com/,(806) 376-4769,Lawn care service,https://www.google.com/maps/search/?api=1&query=Orgrow%20Lawn%20Care&query_place_id=ChIJRfu6lVVOAYcRRgG2WFGI2eI,"Hey, saw gabe's heating — love that you're keeping homes cozy in this chilly weather. It's great to see a local business focused on quality service. Figured I'd reach out.",0.00014189999999999998,gpt-4o-mini-2024-07-18,2025-11-08T13:43:32.715043
Malcolm's Heating & Air,5.0,202,3416 Wendell Dr,North Richland Hills,Texas,US,https://www.malcolmsheatingandair.com/,(817) 333-7310,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Malcolm's%20Heating%20%26%20Air&query_place_id=ChIJE6DWTMV5ToYR3746Rw_AnWc,"Hey, saw gabe's heating — love how you keep folks cozy in the winter. It’s nice to see a local business focused on quality and affordability. Figured I'd reach out.",0.0001425,gpt-4o-mini-2024-07-18,2025-11-08T13:43:33.964667
Trinity Air Conditioning - Main Office,5.0,683,1515 Archer City Hwy,Wichita Falls,Texas,US,http://trinityairconditioning.com/,(940) 761-1808,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Trinity%20Air%20Conditioning%20-%20Main%20Office&query_place_id=ChIJi9sXvvEfU4YRssKBK9o1TvQ,"Hey, saw gabe's heating — love that you're keeping homes cozy in winter. It’s nice to see a local business focused on quality and affordability. Figured I'd reach out.",0.00014189999999999998,gpt-4o-mini-2024-07-18,2025-11-08T13:43:35.565448
Total Lawn Care,3.8,13,308 6th St,Wichita Falls,Texas,US,http://totallawncarewf.com/,(940) 691-4309,Lawn care service,https://www.google.com/maps/search/?api=1&query=Total%20Lawn%20Care&query_place_id=ChIJnY1rZhAfU4YRhJY6622zYZQ,"Hey, saw gabe's heating — love that you're keeping homes cozy in this chilly weather. It's nice to see a local business focused on quality and affordability. Worth a quick chat.",0.00014189999999999998,gpt-4o-mini-2024-07-18,2025-11-08T13:43:36.992127
Curt's Lawn Service,5.0,136,,,,,http://www.curtslawnservice.com/,(940) 867-2477,Lawn care service,https://www.google.com/maps/search/?api=1&query=Curt's%20Lawn%20Service&query_place_id=ChIJOziuHOshU4YRFVU6uDAfkHk,"Hey, saw gabe's heating — love that you're keeping homes cozy in winter. It's great to see someone focused on quality and affordability. Figured I'd reach out.",0.0001401,gpt-4o-mini-2024-07-18,2025-11-08T13:43:38.821019
Hall's Heating And Air,4.9,887,801 W Kingsmill Ave Ste. #2,Pampa,Texas,US,https://hallheatingandair.net/,(806) 203-6646,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Hall's%20Heating%20And%20Air&query_place_id=ChIJbxkZGgVJB4cRlENErKvWEY4,"Hey, saw gabe's heating — love that you keep things cozy in winter. It’s nice to see a local business focused on quality and affordability. Figured I'd reach out.",0.00014189999999999998,gpt-4o-mini-2024-07-18,2025-11-08T13:43:40.376559
Perm-O-Green,4.3,89,5018 Ditto Ln,Wichita Falls,Texas,US,https://www.permogreen.com/,(940) 488-4677,Landscaper,https://www.google.com/maps/search/?api=1&query=Perm-O-Green&query_place_id=ChIJKe3xzfsfU4YRp8GPUsYWbSo,"Hey, saw gabe's heating — love that you keep homes cozy in winter. It’s nice to see a local business focused on quality and affordability. Thought I'd share something with you.",0.0001425,gpt-4o-mini-2024-07-18,2025-11-08T13:43:42.053768
Otis Air Conditioning and Refrigeration,4.9,506,5828 Ashleyanne Cir,Wichita Falls,Texas,US,http://www.otisrefrigeration.co/,(940) 692-6847,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Otis%20Air%20Conditioning%20and%20Refrigeration&query_place_id=ChIJTeHvFOQfU4YRBMEvUBsWH7o,"Hey, saw greenway — love that you're keeping landscapes vibrant in Seattle. With all this rain, those gardens must be thriving. Figured I'd reach out.",0.0001395,gpt-4o-mini-2024-07-18,2025-11-08T13:43:43.190216
GreenSmith Lawncare Amarillo,5.0,5,6200 Susie Rd,Amarillo,Texas,US,https://sites.google.com/d/1-SJcZRlDnAe-PX4o-kQKo1bTQJktNPCW/p/1LobR2iFs2VCbMrkXQ-LEBqj_EqWyCPGa/edit,(806) 410-0603,Lawn care service,https://www.google.com/maps/search/?api=1&query=GreenSmith%20Lawncare%20Amarillo&query_place_id=ChIJpYn0eNXOZigReeKcGVHOQ24,"Hey, saw gabe's heating — love that you keep things cozy for folks in the winter. It’s nice to see a local business focused on quality service. Quick thing to run by you.",0.0001437,gpt-4o-mini-2024-07-18,2025-11-08T13:43:44.700116
FallsTown LLC,4.6,20,2209 10th St,Wichita Falls,Texas,US,http://fallstownllc.com/,(940) 642-4139,Lawn care service,https://www.google.com/maps/search/?api=1&query=FallsTown%20LLC&query_place_id=ChIJ_f1c4uwhU4YRXfKnAunpNng,"Hey, saw gabe's heating — love that you keep things cozy for folks in winter. It's not easy finding reliable help when it gets chilly. Figured I'd reach out.",0.0001413,gpt-4o-mini-2024-07-18,2025-11-08T13:43:45.994843
Metro Air Conditioning Heating & Services,4.8,315,126 W Illinois Ave,Dallas,Texas,US,https://www.metroacs.com/,(214) 304-7658,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Metro%20Air%20Conditioning%20Heating%20%26%20Services&query_place_id=ChIJW9MyXeOZToYR8gwWSwYY1rw,"Hey, saw gabe's heating — love how you keep folks cozy in the winter chill. It’s nice to see a local business focused on quality and affordability. Figured I'd reach out.",0.0001431,gpt-4o-mini-2024-07-18,2025-11-08T13:43:47.433784
Smith's Lawn & Tree Service,5.0,30,1112 1/2 Covington St,Wichita Falls,Texas,US,https://smithslawnandtreeservice.com/,(940) 704-1536,Lawn care service,https://www.google.com/maps/search/?api=1&query=Smith's%20Lawn%20%26%20Tree%20Service&query_place_id=ChIJ24-FetIhU4YRlZt9v1MLQgA,"Hey, saw gabe's heating — love that you keep things cozy in winter. It’s nice to see a local business focused on quality service. Figured I'd reach out.",0.0001413,gpt-4o-mini-2024-07-18,2025-11-08T13:43:48.723993
All-Star Heat & Air,4.0,80,2630 W Amarillo Blvd West,Amarillo,Texas,US,http://www.all-starheatair.com/,(806) 584-1679,Air conditioning repair service,https://www.google.com/maps/search/?api=1&query=All-Star%20Heat%20%26%20Air&query_place_id=ChIJpU1HNetPAYcRIIjvzlEiKKc,"Hey, saw gabe's heating — love how you keep homes cozy in the winter. It's nice to see a local business focused on quality service. Figured I'd reach out.",0.0001413,gpt-4o-mini-2024-07-18,2025-11-08T13:43:50.148986
Rescue Air and Plumbing,4.9,3593,9639 Greenville Ave,Dallas,Texas,US,https://www.rescueairtx.com/,(972) 201-3253,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Rescue%20Air%20and%20Plumbing&query_place_id=ChIJ4XFisXcfTIYRURj1cWa1MIk,"Hey, saw gabe's heating — love how you keep folks cozy in the winter. It’s nice to see a local business focused on quality service. Figured I'd reach out.",0.00014189999999999998,gpt-4o-mini-2024-07-18,2025-11-08T13:43:51.625445
ETR Air Conditioning & Heating,4.9,1411,4700 Old Troup Hwy,Tyler,Texas,US,https://www.etrhvac.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=4700_Old_Troup_Highway_Tyler,(903) 581-3771,HVAC contractor,https://www.google.com/maps/search/?api=1&query=ETR%20Air%20Conditioning%20%26%20Heating&query_place_id=ChIJq6qqqmrLSYYRU532gIOvsAQ,"Hey, saw gabe's heating — love that you're keeping homes cozy in the winter chill. It’s great to see a local business focused on quality and affordability. Worth a quick chat.",0.0001425,gpt-4o-mini-2024-07-18,2025-11-08T13:43:53.012909
Amarillo Land Services,5.0,147,7525 Canyon Dr,Amarillo,Texas,US,https://www.amarillolandservices.com/,(806) 477-2605,Lawn sprinkler system contractor,https://www.google.com/maps/search/?api=1&query=Amarillo%20Land%20Services&query_place_id=ChIJv9ePtDRFAYcRhThjPzXk6r0,"Hey, saw greenway — love that you focus on eco-friendly landscaping in Portland. With all this rain, I bet your designs really shine. Figured I'd reach out.",0.0001413,gpt-4o-mini-2024-07-18,2025-11-08T13:43:54.417238
Matthew's HVAC Services Heating & Air Conditioning,4.9,144,7684 SW 81st Ave #200,Amarillo,Texas,US,https://matthewshvac.net/?utm_source=organic&utm_medium=gbp,(806) 681-0778,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Matthew's%20HVAC%20Services%20Heating%20%26%20Air%20Conditioning&query_place_id=ChIJpc3IYTVbAYcRNvryhPTsQLQ,"Hey, saw gabe's heating — love that you're keeping homes cozy in the winter chill. It’s great to see a local business focusing on comfort and affordability. Worth a quick chat.",0.0001425,gpt-4o-mini-2024-07-18,2025-11-08T13:43:56.028595
Complete Lawn Service LLC,4.5,21,2304 Midwestern Pkwy #203,Wichita Falls,Texas,US,http://completelawnllc.com/,(940) 689-9397,Landscaper,https://www.google.com/maps/search/?api=1&query=Complete%20Lawn%20Service%20LLC&query_place_id=ChIJRyh5G5AhU4YRa0Y5zL2-K3g,"Hey, saw gabe's heating — love that you keep things cozy in winter. It’s nice to see a local business focused on quality service. Figured I'd reach out.",0.0001413,gpt-4o-mini-2024-07-18,2025-11-08T13:43:57.437608
Dub's Heating and Air,5.0,337,501 Crandle Dr,White Settlement,Texas,US,http://www.dubsheatingandair.com/,(817) 845-1002,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Dub's%20Heating%20and%20Air&query_place_id=ChIJVUJAMgkMToYRjlP2UYPTqDc,"Hey, saw greenway — love that you're keeping things affordable while tackling those tricky landscaping projects in the area. Figured I'd reach out.",0.0001371,gpt-4o-mini-2024-07-18,2025-11-08T13:43:58.472700
One Hour Air Conditioning & Heating,4.8,3100,2535 Brennan Ave,Fort Worth,Texas,US,https://www.onehourairftworth.com/?utm_source=organic&utm_medium=gbp,(817) 766-5706,HVAC contractor,https://www.google.com/maps/search/?api=1&query=One%20Hour%20Air%20Conditioning%20%26%20Heating&query_place_id=ChIJp-CLd_nhTYYRN-AndhiVWlY,"Hey, saw gabe's heating — love that you're keeping homes cozy in the winter chill. It's great to see a local business focused on comfort and quality. Figured I'd reach out.",0.0001425,gpt-4o-mini-2024-07-18,2025-11-08T13:44:00.301749
Comfort Experts,4.8,1965,4255 Bryant Irvin Rd Ste 211,Fort Worth,Texas,US,https://comfortexpertsinc.com/?utm_source=GMB&utm_medium=organic&utm_campaign=fort_worth,(817) 678-1287,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Comfort%20Experts&query_place_id=ChIJLUsPKXltToYRjPG3CeeER2s,"Hey, saw greenway — love that you're all about keeping things eco-friendly in Portland. With all this rain, I bet you’ve got some great tips for keeping yards lush. Worth a quick chat.",0.0001449,gpt-4o-mini-2024-07-18,2025-11-08T13:44:01.715504
Snow Bear Heat and Air | Air Conditioning | Ac | furnace repair service,4.8,961,5410 Bell St #218,Amarillo,Texas,US,https://snowbearair.com/locations/tx/snow-bear-heat-air-amarillo/,(806) 367-9416,Air conditioning repair service,https://www.google.com/maps/search/?api=1&query=Snow%20Bear%20Heat%20and%20Air%20%7C%20Air%20Conditioning%20%7C%20Ac%20%7C%20furnace%20repair%20service&query_place_id=ChIJLw49DURPAYcRkRbjdSWotEQ,"Hey, saw greenway — love that you're all about keeping landscapes vibrant in Portland. With the rain, I bet your work really shines. Figured I'd reach out.",0.0001407,gpt-4o-mini-2024-07-18,2025-11-08T13:44:02.980303
5 Star HVAC Contractors,4.9,1098,3906 Melcer Dr #302,Rowlett,Texas,US,https://5starhvaccontractors.com/,(972) 848-9414,HVAC contractor,https://www.google.com/maps/search/?api=1&query=5%20Star%20HVAC%20Contractors&query_place_id=ChIJabmecnUCTIYRwKZWsPdz1aw,"Hey, came across gabe's heating — love how you keep homes cozy in winter. It's not easy finding reliable help these days. Figured I'd reach out.",0.0001395,gpt-4o-mini-2024-07-18,2025-11-08T13:44:04.369202
Spencer Air Conditioning & Heating,4.9,1228,2928 W Story Rd,Irving,Texas,US,https://spencerairconditioning.com/?utm_medium=organic&utm_source=google&utm_campaign=gbp,(972) 544-6921,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Spencer%20Air%20Conditioning%20%26%20Heating&query_place_id=ChIJoXhvJhOCToYRaOGtvXHJB3c,"Hey, saw greenway — love how you keep things eco-friendly in the heart of Portland. It’s nice to see a local business focused on sustainability. Figured I'd reach out.",0.0001425,gpt-4o-mini-2024-07-18,2025-11-08T13:44:05.728176
Grizzle Heating & Air,4.9,535,112 N 15th St,Canyon,Texas,US,https://www.grizzlehvac.com/?utm_source=organic&utm_medium=website-button&utm_id=google-business-profile,(806) 655-7676,Air conditioning repair service,https://www.google.com/maps/search/?api=1&query=Grizzle%20Heating%20%26%20Air&query_place_id=ChIJ7ZgozntdAYcRboporhiR8-k,"Hey, saw gabe's heating — love that you're keeping homes cozy in winter. It's nice to see a local business focused on quality and affordability. Figured I'd reach out.",0.0001413,gpt-4o-mini-2024-07-18,2025-11-08T13:44:06.879869
"Xtreme Air Services - HVAC, Plumbing, & Electrical",4.8,2312,308 U.S. 80 Frontage Rd,Sunnyvale,Texas,US,https://xtremeairservices.com/,(972) 288-2263,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Xtreme%20Air%20Services%20-%20HVAC%2C%20Plumbing%2C%20%26%20Electrical&query_place_id=ChIJs0F2r4mvToYR5LclsG7cQHg,"Hey, saw gabe's heating — love that you keep things cozy in the winter. It’s nice to see a local business focused on quality and affordability. Figured I'd reach out.",0.0001425,gpt-4o-mini-2024-07-18,2025-11-08T13:44:08.005055
The Right Choice Air Conditioning And Plumbing,4.8,1141,2290 Springlake Rd #103,Farmers Branch,Texas,US,https://therightchoicetexas.com/,(972) 914-0624,HVAC contractor,https://www.google.com/maps/search/?api=1&query=The%20Right%20Choice%20Air%20Conditioning%20And%20Plumbing&query_place_id=ChIJHRG67MQnTIYRY3QQitvZ7CA,"Hey, saw greenway — love how you keep things eco-friendly while tackling those pesky lawn issues in Portland. Figured I'd reach out.",0.0001371,gpt-4o-mini-2024-07-18,2025-11-08T13:44:08.946593
